NM_VOTAVEL,DS_CARGO,QT_VOTOS
SIDNEY ENGRACIO DA SILVA SANTOS,Vereador,428
RODINERY CHAVES DOS SANTOS,Vereador,747
LUCIANO RAMALHO DOS SANTOS NETO,Vereador,338
VALDEIR SOUSA SANTOS,Vereador,246
EDER MENDES GOMES JÚNIOR,Vereador,196
RODRIGO VIEIRA DE MATOS,Vereador,374
EDERSON DE SOUZA DA SILVEIRA,Vereador,1480
MOISES HENRIQUE DE OLIVEIRA RUFFO,Vereador,156
JONAS TADEU ROCHA,Vereador,181
DANIEL LUIZ GOMES,Vereador,221
ALYSSON CONTARINI OLIVEIRA,Vereador,239
ANDRE DE ASSIS MENDES,Vereador,331
LEANDRO MARCELO SOUZA,Vereador,1260
TIAGO BAZOLLI DE MORAES,Vereador,878
ALESSANDRO CARLOS CORREIA,Vereador,1279
WAGNEILTON JOSE DA COSTA,Vereador,393
ELMO FABIANO SANTA ROSA,Vereador,314
LEONARDO LOPES DE AZEVEDO,Vereador,436
JUAMIR GUSTAVO FERREIRA,Vereador,355
JÚLIO RICARDO FERRÃO,Vereador,306
GERALDO EDER DA SILVA,Vereador,534
MARCO AURÉLIO DE ABREU CAMPOS,Vereador,113
RAMILA LIMA DE PAULA,Vereador,295
MARYEL GOMES AGUIAR,Vereador,343
LUIZ FERNANDO LOPES MACIEL,Vereador,733
MARLI FERREIRA DA SILVA,Vereador,1169
LUIZ ANTONIO CORREIA,Vereador,690
MARCOS JOSE DAS NEVES,Vereador,532
LUCÍDIO IUSTÁQUIO PIO,Vereador,1056
MARCILIO MAGELA DE SOUZA,Vereador,1366
MARCIO HENRIQUE DE SIQUEIRA RIBEIRO,Vereador,1232
EDUARDO MORAIS UBA E SILVA,Vereador,373
MAGNO FAISTHER DE SOUZA,Vereador,135
ROSELAINE DE ALMEIDA LEITE LOURENÇO,Vereador,95
ALINE GOMES MACEDO,Vereador,2394
THIAGO DE SOUZA MOREIRA,Vereador,262
JOÃO BATISTA DE OLIVEIRA,Vereador,5992
FRANCISCA CARNEIRO DOS SANTOS,Vereador,2701
JOAO JOSE LEAL NETO,Vereador,310
DOUGLAS MATIAS DE OLIVEIRA,Vereador,292
LUCAS CARMO DOS SANTOS,Vereador,172
DANIELA FRANCISCA DA SILVA PENA,Vereador,361
CHARLES ALVES PORTO,Vereador,527
CLEVERSON JOSE PEREIRA,Vereador,714
ROBSON JOSÉ ANTONUCI PEREIRA,Vereador,285
JOSÉ NUNES,Vereador,200
MADALENA DE ANDRADE BARBOSA,Vereador,201
MATHEUS BUSTAMANTE GOMES,Vereador,580
JANE MARIA ANTONIO DE MELO MONTEIRO,Vereador,268
MATEUS FERREIRA SANTOS,Vereador,250
LEONARDO PEREIRA RIBEIRO,Vereador,1538
CHARLES RAUL CARDOSO,Vereador,154
FABRICIO COSTA GARCIA,Vereador,208
JURANDI BARCELOS DE OLIVEIRA,Vereador,249
GERALDO APARECIDO MARTINS,Vereador,512
ORLANDO JÚNIOR ALMEIDA FERREIRA DA CUNHA,Vereador,582
WAGNER  BARROS DE MELO,Vereador,1397
SEBASTIÃO ROGÉRIO BRANDÃO,Vereador,288
GERALDO RODRIGUES DA SILVA,Vereador,175
ANCELMO BARBOSA,Vereador,631
CLEBER MOREIRA DE ARAUJO,Vereador,208
ELCI DE SOUZA PAULA,Vereador,356
RICARDO LUIZ DA SILVA RAVAIANO,Vereador,231
GERALDO KENEDY DE AQUINO,Vereador,212
ALEXANDRO APARECIDO FERREIRA DE SOUZA,Vereador,275
GERALDO MAGELA DE OLIVEIRA,Vereador,494
SAMYRA REIS MARTINS,Vereador,227
VAGNER RIBEIRO DA SILVA,Vereador,238
ADAO ANTONIO MOREIRA,Vereador,335
EDER BORGES DE SOUZA,Vereador,410
WILSON GOMES DE PAIVA,Vereador,567
RONILDO DONIZETE PASSOS,Vereador,303
BENEDITO PEREIRA DA SILVA FILHO,Vereador,314
CLAUDINEI MORAES FOLI,Vereador,373
ADEMIR EVANGELISTA DA SILVA,Vereador,634
PAULO HENRIQUE POMPEU MILAGRES,Vereador,530
AMILTON FLÁVIO DIAS DE BARCELOS,Vereador,922
REINALDO DOS REIS SILVA,Vereador,910
HUELITON RODRIGUES DA SILVA,Vereador,312
JOSEMAR PINTO DE FREITAS,Vereador,477
WESLEY DA SILVA,Vereador,1220
PAULO AUGUSTO MALTA MOREIRA,Vereador,1266
REMILSON ALVES DE ALMEIDA,Vereador,302
NICODEMOS EMERICK SILVA,Vereador,418
JOSÉ CARLOS SANTOS,Vereador,1041
PEDRO JOSE CAMARA SILVA,Vereador,628
EDIMAR RAMALHO DA SILVA,Vereador,325
LEANDRO DE MORAIS PEREIRA,Vereador,2321
WILSON ARANTES DE OLIVEIRA,Vereador,287
JOÃO ADAIR DE CARVALHO,Vereador,645
DINEY LENON DE PAULO,Vereador,1985
LOURIVAL DE SOUZA SILVA,Vereador,415
CLAUDIMAR VILELA DE JESUS,Vereador,605
RONALDO HONORIO LIMA,Vereador,170
MÁXIMO JOSÉ ALVES,Vereador,305
MILTON CEZAR DA SILVA,Vereador,398
LEONARDO RIBEIRO DE CARVALHO,Vereador,528
FABIO NUNES DE OLIVEIRA,Vereador,165
PEDRO OSVANDO DE CASTRO,Vereador,577
JOAO ONOFRE DIAS DE MOURA,Vereador,226
EDMUNDO CAETANO DE FARIA,Vereador,172
GELVANI RAMALHO DE CASTRO,Vereador,177
LEONARDO SILVEIRA SOARES,Vereador,1176
LUIZ HENRIQUE DA COSTA,Vereador,533
REGINALDO MORAIS,Vereador,292
ANTONIO MARCOS BLUNCK,Vereador,227
ELSON ANTÔNIO RIBEIRO,Vereador,339
GUILHERME DIETRICH FERNANDES MOREIRA,Vereador,558
FLAVIO JOSE DA SILVA,Vereador,167
ROGERIO DA SILVA,Vereador,240
ADÃO SOARES AZEVEDO,Vereador,386
Democratas,Vereador,3224
DANILO DE ANDRADE TOURINO,Vereador,137
HELBERTH RODRIGUES DA CRUZ,Vereador,327
ROBERTO RIBEIRO REIS,Vereador,448
LINDSON RODRIGUES DE OLIVEIRA,Vereador,374
SELMA CRISTINA DE SOUSA NEVES,Vereador,164
SANDRO PEDRO DE SOUZA,Vereador,573
TIAGO VINICIUS DE MENEZES,Vereador,279
GUILHERME DE SOUZA NOGUEIRA,Vereador,506
NILTON SILVA BOAVENTURA,Vereador,525
GILVANIO MARTINS DE MELO,Vereador,696
SEBASTIÃO RÔMULO LINHARES,Vereador,598
IVAN FERREIRA MARTINS,Vereador,609
LAUZIMAR FILOMENA PEREIRA,Vereador,399
JAIRO CLAUDINO DE SOUZA CÂMARA FILHO,Vereador,346
THIAGO ALVES LEAL,Vereador,221
JORGE LUIZ RIBEIRO FILGUEIRAS,Vereador,156
ANTONIO CARLOS CORDEIRO,Vereador,281
GILBERTO TEODORO DA SILVA,Vereador,227
FRANCISCO MARTINS ALVES NETO,Vereador,255
PAULO CESAR RODRIGUES,Vereador,503
VALDECI LEANDRO BRITO,Vereador,362
CONCEIÇÃO APARECIDA DUARTE ARRUDA SEBASTIÃO,Vereador,1684
JOSANE CARVALHO DA ROCHA,Vereador,442
TALHYS ANDREY NUNES RODRIGUES,Vereador,719
MARCELO PETRONE CASTRO,Vereador,1236
JOSÉ BATISTA ROCHA DOS SANTOS,Vereador,296
TAÍS VASCONCELOS RIVETTI QUEIROZ,Vereador,448
AELCIO LAURENCO DA COSTA,Vereador,410
MAXUEL DE OLIVEIRA,Vereador,201
JAYME DO VALE RIBEIRO,Vereador,201
VICTOR MANOEL CAMPOS OLIVEIRA,Vereador,252
ALDEIR MARTINS DE SA,Vereador,261
HMBERTO BORTOLINI LIMA,Vereador,275
ALEX DAMIANE COSTA,Vereador,256
HUDSON FERNANDO GONÇALVES DOS SANTOS,Vereador,312
MÁRCIA DA SILVA SANTOS,Vereador,335
FERNANDES OLIARI ALVES,Vereador,494
Partido Social Democrático,Vereador,2372
GUILHERME CALDAS OTONI,Vereador,676
RODRIGO ANTONIO DA CRUZ REIS,Vereador,402
VALMIR DIAS CORREIA FILHO,Vereador,340
JUBER RODRIGUE DA SILVA,Vereador,398
JOAO MILTON DOS REIS,Vereador,475
PAULO SANTOS DE ASSIS,Vereador,230
MICHELY DE FATIMA OLIVEIRA MOTTA RIBEIRO,Vereador,284
LUCIANO SILVA NASCIMENTO,Vereador,423
JONADIR DIAS FERREIRA,Vereador,271
ANTÔNIO OTÁVIO SILVÉRIO DA CUNHA,Vereador,1046
EDER VALDINEI RODRIGUES MACHADO,Vereador,282
JÚNIOR SEBASTIÃO DE SOUZA,Vereador,1322
LUIZ FELIPE MENDONCA RODRIGUES,Vereador,319
RAFAELA VIEIRA DE SOUZA,Vereador,219
MARLI APARECIDA DA COSTA ALMEIDA,Vereador,323
JOÃO CARLOS GROSSI DE OLIVEIRA,Vereador,289
MANOEL DE OLIVEIRA CAMPOS,Vereador,117
MOACIR MIGUEL BENEDITO,Vereador,207
ARILSON DE SOUZA MAGALHAES,Vereador,338
VAGNER JOAQUIM DIAS,Vereador,495
RAMON FILIPE SILVA GONÇALVES,Vereador,208
JULIANA NOGUEIRA RIBEIRO,Vereador,360
UALISSON CÂNDIDO DE CASTRO,Vereador,503
SEBASTIÃO CARLOS PIRES,Vereador,241
ARLINDO PAULO DOS SANTOS,Vereador,128
GIRLEY PEREIRA DOS SANTOS,Vereador,198
AGNALDO NERES DE SOUSA,Vereador,498
ROBERTO FERREIRA SEVERINO,Vereador,848
ELISENE DE CÁSSIA PEREIRA COSTA,Vereador,363
SOLANGE OLIVEIRA ANDRADE,Vereador,98
ALESSANDRO DA ROCHA TEIXEIRA,Vereador,140
CONRADO LUCIANO BAPTISTA,Vereador,709
WANDERSON ALESSANDRO RIBEIRO,Vereador,264
IDJAHIR GOMES PINTO,Vereador,246
MARCOS ANTÔNIO DE ALMEIDA,Vereador,844
PEDRO VAGNO PEREIRA,Vereador,315
GABRIEL FERNANDO BRANDÃO MISSASSE,Vereador,505
THIAGO RUELA DE OLIVEIRA,Vereador,220
GUSTAVO DE CASTRO FERNANDES,Vereador,480
ODILON FERREIRA DOS SANTOS JUNIOR,Vereador,209
VICENTE DE PAULA APARECIDO COUTINHO,Vereador,210
NIVALDO JOSE DE PAIVA,Vereador,475
DIVINO VIEIRA DA SILVA,Vereador,221
RENATO JOVELINO DE OLIVEIRA,Vereador,483
JOSE MARCOS DE LIMA,Vereador,766
EZEQUIEL DEON DA SILVA,Vereador,146
WEVERSON VIEIRA DOS SANTOS,Vereador,290
SIRLEI DE OLIVEIRA,Vereador,138
FLAVIA SILVA ARAÚJO,Vereador,555
MARIA APARECIDA DE JESUS DA SILVA,Vereador,353
MAICON APARECIDO DE SOUZA,Vereador,568
TIAGO ARANTES PIRES,Vereador,128
LUSISTON ROCHA RIBEIRO,Vereador,243
ROBERTO DA SILVA RIBEIRO,Vereador,626
GILMAR DE SOUSA BATISTA JUNIOR,Vereador,2892
EDILSON JOSÉ RODRIGUES,Vereador,424
JOAQUIM ANTUNES DE OLIVEIRA,Vereador,179
OSMAR BENEDITO DOS REIS,Vereador,247
MARCIO JOSE SABINO,Vereador,529
NELTON FERREIRA DA SILVA,Vereador,226
FÁBIO SILVA DE OLIVEIRA,Vereador,148
SOLIVALDO BENITO VELOSO,Vereador,277
JOSE RODOLFO CALIL FURTADO,Vereador,185
ROBSON LUIZ PAIVA REIS,Vereador,152
JOSE GONÇALVES DA SILVA,Vereador,284
MARCOS AUGUSTO MENDES BRAGA,Vereador,531
CLOVIS ASSIS RAMOS DE SOUZA,Vereador,817
ALISSON MACHADO ALMEIDA,Vereador,259
JOAO PAULO OLIVEIRA DE SOUZA,Vereador,389
EDUARDO LAZARINO DE CASTRO,Vereador,229
ANA PAULA CORREIA DA SILVA BASTOS,Vereador,255
PEDRO PAULO CAETANO,Vereador,351
WILSON MARTINS ANDRADE,Vereador,164
WANDERLEY MARIANO DA COSTA JUNIOR,Vereador,233
ARLINDO JOVANDO DA SILVA,Vereador,304
WALDECH JOSE DE MELO,Vereador,446
DIEGO JOSE RIBEIRO,Vereador,617
FABRICIO MAGNO ROCHA,Vereador,132
PLINIO DOMINGUES,Vereador,602
DENISE APARECIDA ALVES,Vereador,605
MATHEUS ANTONIO LARA MAIA RESENDE,Vereador,642
JOSÉ ANTÔNIO BÍCEGO,Vereador,276
DELMO ANTONIO PRETINHO DOS SANTOS,Vereador,572
GILDELSON FELIPE CORDEIRO,Vereador,298
RONAN SOARES MAIA,Vereador,153
FERNANDO OZEAS DA SILVA,Vereador,178
DARLEY PEREIRA COELHO,Vereador,283
WAGNER SILVA LIMA,Vereador,218
JULIO CELSO DE CARVALHO,Vereador,277
JOSE DE CASTRO SILVA,Vereador,238
JUSCELINO MARTINS,Vereador,263
JEFFERSON FONSECA GONÇALVES,Vereador,276
THAINÁ VIANA RAMOS,Vereador,219
REINALDO PEREIRA DE SIQUEIRA,Vereador,859
SEBASTIÃO DOS SANTOS GONÇALVES DE ARAÚJO,Vereador,410
LÍVIA GUIMARÃES CARVALHO,Vereador,1525
DEGMAR ALVES TEIXEIRA,Vereador,694
EDSON PEDRO VALENTIM FILHO,Vereador,316
JÚLIO CÉSAR DE OLIVEIRA,Vereador,449
VILSON TADEI CARDOSO DIAS,Vereador,155
FABIO DE SOUSA ROCHA,Vereador,677
WILERSON RENE PIMENTA FELIPE,Vereador,390
ELUZA SALVADOR CORTES,Vereador,915
MARISOL FARIA DO NASCIMENTO GOMES,Vereador,888
GERALDO ELIAS DO CARMO LIMA,Vereador,383
DIONATAN SILVA DE MOURA,Vereador,314
NILTON ALMEIDA JUNIOR,Vereador,309
KEMPER XAVIER FELICIANO,Vereador,253
PEDRO HENRIQUE DOS SANTOS SIMÕES,Vereador,306
WESLEY SILVA CAMPOS,Vereador,477
GUILHERME LUCIO DE PAIVA,Vereador,407
VALMIR COELHO ALVES,Vereador,215
ELIAS VIEIRA PINTO,Vereador,299
PEDRO NAZARE CAMPOS,Vereador,723
JOÃO APARECIDO PRATA,Vereador,388
VINICIO JOSE SCARANO PEDROSO,Vereador,1750
JOSÉ VALNEI FERREIRA DE SOUZA,Vereador,144
JOSE PURCINO LOBO,Vereador,105
MISAEL DE OLIVEIRA MODESTO,Vereador,289
SEBASTIAO LAZARO MAGALHAES,Vereador,271
ANDRE EDUARDO DE CARVALHO,Vereador,261
JOEL JUNIOR DOS SANTOS,Vereador,324
FRANCISCO GUILHERME MOREIRA FERRAZ,Vereador,192
VALMIR FERREIRA DE ALMEIDA,Vereador,1702
JOSE CARLOS DE OLIVEIRA,Vereador,243
LUIZ CARLOS LIRA JUNIOR,Vereador,408
JOSIMAR ATAÍDE DE MORAIS,Vereador,129
CÉSAR AUGUSTO MAGALHÃES MOREIRA,Vereador,220
MARCUS VINÍCIUS FERREIRA DA COSTA,Vereador,481
JURANDYR BARBOSA NETO,Vereador,670
Partido dos Trabalhadores,Vereador,1647
RONALDO RIBEIRO GONZAGA,Vereador,1300
NILTON FRANCISCO BARBOSA JUNIOR,Vereador,276
RICARDO LUIZ ALFERES,Vereador,367
EVANI TAVARES,Vereador,503
JOSUE SEVERINO DA SILVA,Vereador,354
JONAS GEOVANE AZEVEDO,Vereador,455
SIDNEI OLIVEIRA DA SILVA,Vereador,294
CARLOS EDUARDO SILVA DE OLIVEIRA,Vereador,1046
MILTON MENDES VIEIRA,Vereador,999
MAYCON DOUGLAS VITOR MACHADO,Vereador,1746
JOSE BRAULIO DE SOUZA,Vereador,244
DALMO SALVIANO SANTANA,Vereador,609
ANDERSON VIANA DA SILVA,Vereador,515
HENRIQUE DOS REIS SILVA,Vereador,334
ALCEBÍADES DE PAIVA,Vereador,537
RENATO BOTELHO,Vereador,546
CELSO DE ALMEIDA AFONSO NETO,Vereador,3486
PROGRESSISTAS,Vereador,7125
JOSÉ DAMATO NETO,Vereador,1942
JOENILSON SANTOS MACHADO,Vereador,194
ANDRÉA DE FÁTIMA MACHADO ADJUTO,Vereador,2217
MULLER MEDEIROS,Vereador,313
ADELMO DE SOUZA PAULA,Vereador,308
EDVALDO ROSA LISBOA,Vereador,327
GERSON MORAIS DE RAMOS,Vereador,251
FRANCISCO DOS REIS CAMPOS,Vereador,301
KENNEDY DA COSTA SOARES,Vereador,208
LUIS ESTEFFERSON AMORIM CARVALHO,Vereador,248
AVANTE,Vereador,1436
DANIEL LUIZ DE LIMA DOMINGOS,Vereador,299
PAULO CÉSAR FERREIRA DOS SANTOS,Vereador,456
ANANIAS CORRÊA FERREIRA,Vereador,576
HARLEY MATOS DE AGUIAR,Vereador,311
NEREU AQUILES CORDEIRO MACHADO,Vereador,447
GERALDO MOREIRA DE ABREU,Vereador,192
JOEL MARQUES FERNANDES FILHO,Vereador,201
EDERALDO BOFFO,Vereador,1500
LEANDRO BELINATO PEREIRA,Vereador,178
VALDOMIRO SILVA COSTA NETO,Vereador,569
CARLOS AUGUSTO COELHO NETO,Vereador,396
JOSE REINALDO BRAGA,Vereador,295
LUCAS VITOR DELFINO,Vereador,655
MARINHO JOSE DE ALMEIDA NETO,Vereador,1640
BARTOMÉLIO DA SILVA MARTINS,Vereador,975
RICARDO MACHADO DA SILVEIRA JUNIOR,Vereador,208
ROBERTO LOPES PINTO,Vereador,759
WALDECYR SANTANA DA SILVA,Vereador,136
SERAFIM ALVES PEGO,Vereador,450
ELIVELTON DE OLIVEIRA FELIX,Vereador,161
JOSE ADRIANO RODRIGUES COSTA,Vereador,877
GINALDO ARAUJO,Vereador,468
