NM_VOTAVEL,DS_CARGO,ANO
ROBSON MEROLA DE CAMPOS,DEPUTADO ESTADUAL,2022
RODRIGO CÁRIA MAGALHÃES,DEPUTADO ESTADUAL,2022
RODRIGO MAIA DE OLIVEIRA,DEPUTADO FEDERAL,2022
RODRIGO MORAES SOARES MAIA,DEPUTADO ESTADUAL,2022
ROGERIO CAMPOS MACHADO,DEPUTADO FEDERAL,2022
RONALDO DE SOUZA GONÇALVES,DEPUTADO ESTADUAL,2022
RONEY DE MELO SILVA,DEPUTADO FEDERAL,2022
SALMA REGINA GALLATE,DEPUTADO ESTADUAL,2022
SAMARA ANDRADE RIBEIRO,DEPUTADO FEDERAL,2022
SAMUEL DIAS DE MOURA,DEPUTADO FEDERAL,2022
SAMUEL PANTALEAO DE MOURA,DEPUTADO ESTADUAL,2022
SEBASTIÃO CARLOS CHAVES DE MEDEIROS,DEPUTADO FEDERAL,2022
SEBASTIÃO FERRARI NOÉ,DEPUTADO FEDERAL,2022
SOFIA BRANQUINHO GOMES,DEPUTADO FEDERAL,2022
STEFANIO RODRIGUES PIRES,DEPUTADO ESTADUAL,2022
SUELI XAVIER DAS FLORES GOMES,DEPUTADO ESTADUAL,2022
SUZI GONÇALVES VIANA,DEPUTADO FEDERAL,2022
SÂNDALO CESAR CORDEIRO,DEPUTADO ESTADUAL,2022
SÍLVIO ROGÉRIO CARVALHO DE ASSIS,DEPUTADO ESTADUAL,2022
SÔNIA REGINA MORAS,DEPUTADO ESTADUAL,2022
TADEU DA SILVA,DEPUTADO FEDERAL,2022
TALITA LOYOLLA RODRIGUES,DEPUTADO ESTADUAL,2022
THALES MOURA BRASIL ALEGRO,DEPUTADO ESTADUAL,2022
Unidade Popular,DEPUTADO ESTADUAL,2022
VALDEVINO VICENTE PEREIRA,DEPUTADO FEDERAL,2022
VANDERLEIA REIS DE ASSIS,DEPUTADO ESTADUAL,2022
VANIA PORTO MUMIC,DEPUTADO ESTADUAL,2022
VINICIUS DE CARVALHO SILVA,DEPUTADO ESTADUAL,2022
VÂNIA GRISOLIA DE OLIVEIRA,DEPUTADO FEDERAL,2022
WALTER PINHEIRO DA SILVA,DEPUTADO FEDERAL,2022
WANDERLEY BRAZ RODRIGUES,DEPUTADO FEDERAL,2022
WANDERLINO TEIXEIRA DE SOUZA,DEPUTADO FEDERAL,2022
WANDERSON PAIVA ROCHA,DEPUTADO FEDERAL,2022
WELINGTON CORREA DOS SANTOS,DEPUTADO ESTADUAL,2022
WELLINGTON DA COSTA LEOPOLDINO,DEPUTADO ESTADUAL,2022
WESLEY CARDOSO PIRES,DEPUTADO FEDERAL,2022
WILLIAM SOARES ROSA,DEPUTADO FEDERAL,2022
ZENILDA AMARAL MORAIS,DEPUTADO ESTADUAL,2022
ZILDA MARIA DA SILVA,DEPUTADO ESTADUAL,2022
ALEXANDRE AUGUSTO DE PAULA,DEPUTADO FEDERAL,2022
ANDERSON MARTINS DOS SANTOS,DEPUTADO FEDERAL,2022
ANTONIO ROBERTO DE SOUZA,DEPUTADO FEDERAL,2022
APARECIDO REIS MIGUEL DE OLIVEIRA,DEPUTADO ESTADUAL,2022
BRUNO CESAR NASCIMENTO DE MELO,DEPUTADO FEDERAL,2022
CARLOS ALBERTO ALVES PEREIRA,DEPUTADO ESTADUAL,2022
CARLOS ROBERTO FERNANDES LEÃO,DEPUTADO ESTADUAL,2022
CHRISTIAN ELIZANDRO SOUZA COSTA,DEPUTADO ESTADUAL,2022
CLAUDIO SANTOS GONÇALVES DE PAIVA,DEPUTADO ESTADUAL,2022
DIRCEU DOS SANTOS RIBEIRO,DEPUTADO ESTADUAL,2022
ELIAS CHARLES EVANGELISTA,DEPUTADO ESTADUAL,2022
ERICK MACHADO DA SILVA,DEPUTADO ESTADUAL,2022
ESTEVÃO PAULINO DOS SANTOS,DEPUTADO FEDERAL,2022
ILMA FRANCISCA DA SILVA,DEPUTADO FEDERAL,2022
JARDIMIRA APARECIDA MARIANO DE SA,DEPUTADO ESTADUAL,2022
JARI TRINDADE MENDONÇA,DEPUTADO ESTADUAL,2022
KARINA DA SILVA FICHE ALMEIDA,DEPUTADO FEDERAL,2022
LEANDRO HENRIQUE BATISTA ALMEIDA,DEPUTADO ESTADUAL,2022
LEANDRO MARQUES RIBEIRO,DEPUTADO ESTADUAL,2022
LEONARDO SANTOS FERREIRA,DEPUTADO FEDERAL,2022
LUCAS ANTÔNIO DE MORAIS,DEPUTADO FEDERAL,2022
LUCAS MATOS FANTONI,DEPUTADO ESTADUAL,2022
MARCOS ANTONIO DE MEDEIROS,DEPUTADO ESTADUAL,2022
MARIA DORILEIA DA SILVA,DEPUTADO FEDERAL,2022
MARIA JOSÉ TAVARES DA SILVA,DEPUTADO FEDERAL,2022
PAULO CESAR MARQUES,DEPUTADO ESTADUAL,2022
PEDRO FRANCISCO PEREIRA DO VALE,DEPUTADO ESTADUAL,2022
RAFAEL CANDIDO,DEPUTADO FEDERAL,2022
RAMÚCIO PEDRO COELHO,DEPUTADO ESTADUAL,2022
ROBERTO BRITTO DE OLIVEIRA,DEPUTADO ESTADUAL,2022
ROGERIO GONCALVES ALQUIMIM,DEPUTADO ESTADUAL,2022
SAMUEL SANTOS ROMANO,DEPUTADO ESTADUAL,2022
SELMO EUSTÁQUIO BARBOSA,DEPUTADO FEDERAL,2022
VALERIA PEREIRA BATISTA DE JESUS,DEPUTADO ESTADUAL,2022
ALESSANDRA ROSA SANTOS,DEPUTADO ESTADUAL,2022
ALEXSSANDER MACHADO FONTOURA VIEIRA,DEPUTADO ESTADUAL,2022
ANDREIA ALVES NESTOR,DEPUTADO ESTADUAL,2022
ANDREIA KELI NASCIMENTO BAETA,DEPUTADO FEDERAL,2022
ANNA KARINA MACHADO MOREIRA,DEPUTADO FEDERAL,2022
ARCANJO CARLOS PIMENTA,DEPUTADO FEDERAL,2022
AURENY DOS SANTOS,DEPUTADO ESTADUAL,2022
BETHANIA REIS DE SOUZA GRACIOLI,DEPUTADO FEDERAL,2022
BRASIL DA SILVA TORRES,DEPUTADO FEDERAL,2022
CARINE LOURENÇO,DEPUTADO ESTADUAL,2022
CELESTINO CARNEIRO ROCHA,DEPUTADO ESTADUAL,2022
CHRYSTIAN DIAS BATISTA,DEPUTADO ESTADUAL,2022
DANIEL ANUNCIAÇÃO DOS SANTOS,DEPUTADO FEDERAL,2022
DARLEM LEMOS RAMALHO,DEPUTADO ESTADUAL,2022
DENIVAL RODRIGUES DOS SANTOS,DEPUTADO FEDERAL,2022
EDER AUGUSTO COSTA,DEPUTADO FEDERAL,2022
EDGARD LUIZ MENDONÇA,DEPUTADO FEDERAL,2022
EDIMAR ALVES DA SILVA,DEPUTADO ESTADUAL,2022
EDMILSON DE OLIVEIRA PEREIRA,DEPUTADO FEDERAL,2022
EDSON GOMES PARAGUAI,DEPUTADO ESTADUAL,2022
ENAGNÓLIA DA COSTA AGUIAR,DEPUTADO ESTADUAL,2022
ERIADNA PINHEIRO DE ALMEIDA,DEPUTADO ESTADUAL,2022
ERLEI GONCALVES AMARAL,DEPUTADO FEDERAL,2022
FABIANO FERREIRA DURÃES,DEPUTADO FEDERAL,2022
FABIO ANTONIO DE CARVALHO JUNIOR,DEPUTADO FEDERAL,2022
FERNANDO ANTONIO DOS SANTOS,DEPUTADO ESTADUAL,2022
GEDAIAS GOMES BRANDÃO,DEPUTADO FEDERAL,2022
GERLANIA CALISTO FERREIRA,DEPUTADO ESTADUAL,2022
GILDETE ALVES VENENO,DEPUTADO FEDERAL,2022
GILSON DUQUE DA SILVA,DEPUTADO ESTADUAL,2022
HELENA DOS SANTOS MORAES,DEPUTADO FEDERAL,2022
IDELCIO FERREIRA DOS SANTOS,DEPUTADO ESTADUAL,2022
IVANEIDE GONÇALVES PIMENTA,DEPUTADO ESTADUAL,2022
JOAO CESAR DA SILVA,DEPUTADO ESTADUAL,2022
JOSE DO CARMO DA SILVA,DEPUTADO ESTADUAL,2022
JOSE GERALDO MENDES DA SILVA,DEPUTADO FEDERAL,2022
JOSIMAR JOSE ROCHA,DEPUTADO FEDERAL,2022
JOSÉ ROBERTO DE OLIVEIRA,DEPUTADO FEDERAL,2022
JOÃO PAULO ALMEIDA PINTO,DEPUTADO ESTADUAL,2022
JUAREZ FERREIRA,DEPUTADO ESTADUAL,2022
KENIO CASSIO TEIXEIRA PEREIRA,DEPUTADO FEDERAL,2022
LEONOR SOARES MOTA,DEPUTADO FEDERAL,2022
LUCIANA APARECIDA ROQUE DE SÁ,DEPUTADO FEDERAL,2022
LUIZ CARLOS PEREIRA,DEPUTADO FEDERAL,2022
LUIZ OTÁVIO FRANCO,DEPUTADO FEDERAL,2022
MACIEL MOREIRA DA SILVA,DEPUTADO FEDERAL,2022
MARCUS VINÍCIUS SOARES DANTAS,DEPUTADO ESTADUAL,2022
MARIA SUELI QUIRINO PIO,DEPUTADO FEDERAL,2022
MARIO TADEU SANTOS,DEPUTADO ESTADUAL,2022
MARISTELA DA CONCEICAO OLIVEIRA,DEPUTADO ESTADUAL,2022
MILTON DE SOUZA LIMA,DEPUTADO FEDERAL,2022
MÉRCIO MOTA ANTUNES,DEPUTADO FEDERAL,2022
NARCISO JOSE GONÇALVES,DEPUTADO ESTADUAL,2022
NATHALIA FRANCO DE LELIS CATTONI,DEPUTADO FEDERAL,2022
NUBIA BOTELHO PEREIRA,DEPUTADO ESTADUAL,2022
PAULA MENDES MESQUITA,DEPUTADO FEDERAL,2022
RAFAEL COSTA ESPESCHIT,DEPUTADO ESTADUAL,2022
RAFAEL MORENO DE ALMEIDA,DEPUTADO ESTADUAL,2022
RAILDA RODRIGUES DA SILVA OLIVEIRA,DEPUTADO FEDERAL,2022
RAIMUNDO DE SOUZA ESTEVES,DEPUTADO FEDERAL,2022
RANDOLFO JOSE BARBOSA,DEPUTADO FEDERAL,2022
RENAN HENRIQUE DE PAULA,DEPUTADO FEDERAL,2022
RITA DE CASSIA CARNEIRO MACIEL,DEPUTADO FEDERAL,2022
ROGERIO DONATO,DEPUTADO ESTADUAL,2022
RONIE VOM FONSECA,DEPUTADO ESTADUAL,2022
SIDNEI JOSÉ DE ARAÚJO,DEPUTADO ESTADUAL,2022
VITOR HUGO MOREIRA GUIMARÃES,DEPUTADO ESTADUAL,2022
WALDINEI CHICARELI DE ANDRADE,DEPUTADO ESTADUAL,2022
WALKIRIA LUIZ FERNANDES APPS,DEPUTADO ESTADUAL,2022
WANDERLEY FERREIRA DE SOUSA,DEPUTADO ESTADUAL,2022
WESLEY ALVES FERREIRA,DEPUTADO ESTADUAL,2022
ALESSANDRO OTÁVIO DE SOUZA RIBEIRO NEVES,DEPUTADO ESTADUAL,2022
ANA MARIA GRANATA AFONSO FERREIRA,DEPUTADO FEDERAL,2022
ANTONIA DA SILVA DE JESUS,DEPUTADO ESTADUAL,2022
DENIS ALVES DE LIMA,DEPUTADO ESTADUAL,2022
DIVINO PEREIRA,DEPUTADO FEDERAL,2022
EDIMILSON PEREIRA LIMA,DEPUTADO FEDERAL,2022
ELIES GOMES COSTA,DEPUTADO ESTADUAL,2022
ELISON RODRIGUES DE SOUSA,DEPUTADO ESTADUAL,2022
FÁBIO PEREIRA DA SILVA,DEPUTADO FEDERAL,2022
GEREMIAS FERREIRA DE BRITO,DEPUTADO FEDERAL,2022
IVANI TEODORO ALVES DOS SANTOS,DEPUTADO FEDERAL,2022
JOANA D ARC BRAGA RIBEIRO,DEPUTADO ESTADUAL,2022
JOSÉ CARLOS DE SOUZA,DEPUTADO FEDERAL,2022
JOSÉ DIMAS GOMES DA SILVA,DEPUTADO ESTADUAL,2022
LAECIO MARTINS DA CRUZ,DEPUTADO ESTADUAL,2022
MAGALHÃES RAMOS MACHADO,DEPUTADO FEDERAL,2022
MILSON TEIXEIRA SANTANA,DEPUTADO ESTADUAL,2022
MOISÉS MESSIAS DA SILVA,DEPUTADO ESTADUAL,2022
NELSON RAIMUNDO MORAIS,DEPUTADO ESTADUAL,2022
NEUSA MARIA DE JESUS,DEPUTADO FEDERAL,2022
RENATA DE ARAGÃO LOPES,DEPUTADO ESTADUAL,2022
RICARDO FERNANDO PEDROSA,DEPUTADO FEDERAL,2022
ROGERIO ANICIO OLIVEIRA,DEPUTADO ESTADUAL,2022
SIDINEY MESSIAS SOARES ROSA,DEPUTADO ESTADUAL,2022
URBANO DE ALMEIDA SANTOS,DEPUTADO FEDERAL,2022
VERA LUCIA DE SOUZA SANTOS,DEPUTADO ESTADUAL,2022
AMAURI BRAZ XAVIER,DEPUTADO FEDERAL,2022
ANA LUISA CARDOSO DE JESUS,DEPUTADO ESTADUAL,2022
AQUILES GRINTACI VASCONCELLOS,DEPUTADO FEDERAL,2022
CASSIA LILIAN DA SILVA,DEPUTADO FEDERAL,2022
CELIO RUELA DA SILVA,DEPUTADO FEDERAL,2022
CLARISSA MARTINS SABIAO,DEPUTADO ESTADUAL,2022
CRISTIANA DA CONCEIÇÃO ESTANISLAU,DEPUTADO ESTADUAL,2022
DELANO SANTIAGO PACHECO,DEPUTADO ESTADUAL,2022
ELIZETE LOÍDE GONCALVES TAVARES,DEPUTADO FEDERAL,2022
EVÂNIA DE ARAUJO LIMA,DEPUTADO FEDERAL,2022
FERNANDA CAROLINE LOPES,DEPUTADO FEDERAL,2022
JORDÃO VIEIRA SILVA,DEPUTADO FEDERAL,2022
JOSE LUIZ DAS GRAÇAS,DEPUTADO ESTADUAL,2022
JOSE MAURICIO CORREIA,DEPUTADO FEDERAL,2022
JOSE RENATO GOMES,DEPUTADO ESTADUAL,2022
JOSÉ GERALDO DE SOUZA,DEPUTADO ESTADUAL,2022
LUIZ CARLOS BITTENCOURT,DEPUTADO FEDERAL,2022
RAQUEL HELENA SANTOS,DEPUTADO ESTADUAL,2022
REIMAR RODRIGUES ALVARENGA,DEPUTADO ESTADUAL,2022
ROBERTO WAGNER DE OLIVEIRA JUNIOR,DEPUTADO FEDERAL,2022
VALMIR EMERENCIANO BRAZ,DEPUTADO FEDERAL,2022
WDSON TEIXEIRA PASSOS,DEPUTADO ESTADUAL,2022
WEBERSON APARECIDO ESTEVAO SILVA,DEPUTADO ESTADUAL,2022
ÁGUIDA HELENA VIEIRA,DEPUTADO ESTADUAL,2022
ÉDIO VIEIRA DE SOUZA,DEPUTADO FEDERAL,2022
ÉRICO EDUARDO PEREIRA,DEPUTADO ESTADUAL,2022
DENISE DE STEFANI MAX,DEPUTADO ESTADUAL,2022
LAURENCE DIAS FAGUNDES,DEPUTADO ESTADUAL,2022
LAURO RODRIGUES BELCHIOR,DEPUTADO ESTADUAL,2022
LILIA PERPÉTUA SIERVULI ARAUJO,DEPUTADO ESTADUAL,2022
LUCIANO ANTONIO MARIA,DEPUTADO ESTADUAL,2022
LUCILEA PEREIRA DE CARVALHO INÁCIO,DEPUTADO FEDERAL,2022
LUIZ ANTONIO DE SOUZA,DEPUTADO ESTADUAL,2022
MANOEL COSTA DOS SANTOS,DEPUTADO ESTADUAL,2022
MARCUS VINICIUS RODRIGUES DE OLIVEIRA,DEPUTADO ESTADUAL,2022
ROMULO SILVA RODRIGUES,DEPUTADO ESTADUAL,2022
VAGNER CANDIDO DE JESUS,DEPUTADO FEDERAL,2022
VINÍCIUS ROCHA NOGUEIRA,DEPUTADO ESTADUAL,2022
WAGNER TEIXEIRA PIRES,DEPUTADO FEDERAL,2022
WALTER JUNIOR DE OLIVEIRA,DEPUTADO ESTADUAL,2022
CARLOS AUGUSTO SANTOS DE ASSIS,DEPUTADO ESTADUAL,2022
GENTIL MOREIRA FILHO,DEPUTADO ESTADUAL,2022
MARIO MARCOS MARTINS SANDIN,DEPUTADO ESTADUAL,2022
SORAYA ALVES DE SOUZA,DEPUTADO ESTADUAL,2022
COSME DE ALMEIDA OLIVEIRA,DEPUTADO FEDERAL,2022
CÍNTIA RODRIGUES RESENDE,DEPUTADO FEDERAL,2022
DIEGO ALVES,DEPUTADO ESTADUAL,2022
DIEGO AUGUSTO LEITE BONATO,DEPUTADO ESTADUAL,2022
ERALDO CHAMONE MARQUES,DEPUTADO ESTADUAL,2022
GILVAM ELOISO GOMES CASTRO,DEPUTADO ESTADUAL,2022
JOEL MILÃO FILHO,DEPUTADO ESTADUAL,2022
JOSE DE ARIMATEIA DE OLIVEIRA,DEPUTADO ESTADUAL,2022
LAFAETE EUZEBIO SIQUEIRA,DEPUTADO FEDERAL,2022
MARCOS ANTONIO DO NASCIMENTO,DEPUTADO FEDERAL,2022
THOMÁS AGUIAR CARRIERI,DEPUTADO FEDERAL,2022
VALERIA BARBOSA RUBIO CRUZ,DEPUTADO ESTADUAL,2022
ANA PAULA DE MOURA,DEPUTADO FEDERAL,2022
CELSO JOSE DOS SANTOS,DEPUTADO FEDERAL,2022
DANIEL SERGIO DE JESUS,DEPUTADO ESTADUAL,2022
EDVALDO BAIAO ALBINO,DEPUTADO FEDERAL,2022
EVANDRO SARUBBI MENDES,DEPUTADO ESTADUAL,2022
GERALDO DE SOUZA GONÇALVES,DEPUTADO ESTADUAL,2022
GILMAR JUSTINO RIBEIRO,DEPUTADO ESTADUAL,2022
GILSON RAMOS DOS SANTOS,DEPUTADO FEDERAL,2022
GISELE CRISTINA MAGALHÃES RODRIGUES,DEPUTADO ESTADUAL,2022
HITLER VAGNER CANDIDO DE OLIVEIRA,DEPUTADO ESTADUAL,2022
KENIA RENATA SILVA BORGES,DEPUTADO ESTADUAL,2022
LEANDRO MENDES DE ARAUJO,DEPUTADO ESTADUAL,2022
MARCELLO FORTES GUERRA,DEPUTADO ESTADUAL,2022
MARIA DA CONCEIÇÃO OLIVEIRA CAMPOS,DEPUTADO FEDERAL,2022
MARIA DA SOLEDADE DE JESUS,DEPUTADO ESTADUAL,2022
MARIA DAS GRAÇAS LIMA PAULINO,DEPUTADO ESTADUAL,2022
MARIA GORETE DA SILVA,DEPUTADO FEDERAL,2022
MARISTELA APARECIDA DUTRA,DEPUTADO ESTADUAL,2022
ODAIR SANTOS JUNIOR,DEPUTADO FEDERAL,2022
PAULO ROBERTO MOREIRA ANDRADE DE SÁ,DEPUTADO FEDERAL,2022
RENATA GUIDUCCI,DEPUTADO ESTADUAL,2022
ROSANA CLAUDIA ZEFERINO DE SOUZA,DEPUTADO FEDERAL,2022
ROSIMEIRE DA CONCEIÇÃO ARAÚJO PAIVA,DEPUTADO ESTADUAL,2022
SONIA MARIA DE SOUZA,DEPUTADO FEDERAL,2022
VERA LUCIA DE ANDRADE,DEPUTADO ESTADUAL,2022
WALTER NERY HILEL CARDOSO,DEPUTADO ESTADUAL,2022
WANDERLEI FERNANDES BATISTA,DEPUTADO FEDERAL,2022
WELINGTON DE SOUZA,DEPUTADO ESTADUAL,2022
AMAURY ALONSO BARBOSA,DEPUTADO FEDERAL,2022
ANTONIETA IZABEL CAMPOS,DEPUTADO FEDERAL,2022
ARMANDO LIMA DE CARVALHO,DEPUTADO FEDERAL,2022
CINTHIA PINHEIRO AQUINO,DEPUTADO FEDERAL,2022
EDILEUZA MARIA DA SILVA,DEPUTADO FEDERAL,2022
GILSON PEREIRA DA SILVA,DEPUTADO ESTADUAL,2022
GLEICE KELLY DA SILVA OLIVEIRA,DEPUTADO FEDERAL,2022
JADEM MAXIMILIANO MARTINS,DEPUTADO ESTADUAL,2022
JAKSON MARÇAL SILVA,DEPUTADO ESTADUAL,2022
JAQUELINE ALVES REZENDE,DEPUTADO ESTADUAL,2022
JORGE LEAL NOGUEIRA,DEPUTADO ESTADUAL,2022
PATRICIA LEIVA DOS SANTOS,DEPUTADO ESTADUAL,2022
RAILAND MARTINS,DEPUTADO FEDERAL,2022
REGINALDO ROSA DOS SANTOS,DEPUTADO FEDERAL,2022
RICARDO RODRIGUES DE SOUZA,DEPUTADO FEDERAL,2022
RITA CAPISTRANA CHAVES,DEPUTADO ESTADUAL,2022
ANDREA CRISTINA BOTELHO,DEPUTADO FEDERAL,2022
APARECIDA MOREIRA DE OLIVEIRA PAIVA,DEPUTADO FEDERAL,2022
APARECIDA SÔNIA FERREIRA VIDAL,DEPUTADO FEDERAL,2022
CARCILEI SOARES MARTINS,DEPUTADO FEDERAL,2022
CARLOS ALBERTO SILVA,DEPUTADO ESTADUAL,2022
DALTON HENRIQUE DE ALBUQUERQUE,DEPUTADO ESTADUAL,2022
DULCE JOANE SOUSA MONTE,DEPUTADO FEDERAL,2022
EDSON VLADIMIR ALVES TORRES,DEPUTADO ESTADUAL,2022
ELANE CRISTINA ALVES,DEPUTADO FEDERAL,2022
ELISANGELA ALVES RIBEIRO,DEPUTADO ESTADUAL,2022
FLAVIO JOSE DE SOUSA,DEPUTADO ESTADUAL,2022
GERALDO TORRES BUENO,DEPUTADO ESTADUAL,2022
IRENE PEREIRA DE SANTANA,DEPUTADO FEDERAL,2022
IRINEU DOS ANJOS ROCHA,DEPUTADO FEDERAL,2022
JOSEMAR SILVIO TEODORO,DEPUTADO ESTADUAL,2022
JOSÉ ANTÔNIO TEIXEIRA,DEPUTADO FEDERAL,2022
KAIQUE NASCIMENTO SANT ANNA,DEPUTADO ESTADUAL,2022
KELMAN SOARES ROCHA,DEPUTADO ESTADUAL,2022
LEONARDO CORREA TINTI,DEPUTADO ESTADUAL,2022
LOURENE ALVES FERREIRA,DEPUTADO FEDERAL,2022
LUIZ HENRIQUE ALBERGARIA RODRIGUES,DEPUTADO ESTADUAL,2022
MARCO ANTONIO VIEIRA GOMES,DEPUTADO ESTADUAL,2022
MARIA ALEXANDRA DO COUTO PEREIRA SANCHES,DEPUTADO ESTADUAL,2022
MIGUEL DE FREITAS ASSIS ROCHA,DEPUTADO ESTADUAL,2022
MOABE SIDONIO DA SILVA,DEPUTADO ESTADUAL,2022
PAULO LEONARDO VILELA CARDOSO,DEPUTADO FEDERAL,2022
PAULO SALUSTIANO BARU,DEPUTADO ESTADUAL,2022
RICARDO CÉSAR DE ASSUNÇÃO SILVEIRA,DEPUTADO ESTADUAL,2022
RICARDO DE JESUS BATISTA,DEPUTADO ESTADUAL,2022
ROBERTO ROMUALDO DE OLIVEIRA,DEPUTADO ESTADUAL,2022
RODRIGO FELIPE DE AZEVEDO,DEPUTADO ESTADUAL,2022
TANIA MENDES DE AQUINO,DEPUTADO ESTADUAL,2022
WANDEIR REIS DO PRADO,DEPUTADO FEDERAL,2022
ANDREA DO ROSARIO HORTA SOUSA,DEPUTADO ESTADUAL,2022
AUREO CARLOS DA SILVA,DEPUTADO FEDERAL,2022
CAMILA HELENA ANTÔNIO VIEIRA MOREIRA,DEPUTADO ESTADUAL,2022
EDMILSON GERALDO DOS SANTOS,DEPUTADO ESTADUAL,2022
ELAINE APARECIDA DE SOUZA,DEPUTADO ESTADUAL,2022
FELIPE ANTONIO SCARPELLI,DEPUTADO ESTADUAL,2022
GUILHERME RAMOS VILA NOVA LOPES,DEPUTADO ESTADUAL,2022
JIMINIANO ILARIO DE OLIVEIRA,DEPUTADO ESTADUAL,2022
JOANES EUSTAQUIO DA SILVA,DEPUTADO ESTADUAL,2022
LIDIANE CRISTINA LOURENÇO,DEPUTADO FEDERAL,2022
MATIAS RIBEIRO DOS SANTOS,DEPUTADO ESTADUAL,2022
PAULO VITOR RIBEIRO,DEPUTADO FEDERAL,2022
ROBERTO ANTONIO ROQUE,DEPUTADO ESTADUAL,2022
SUELI LEMES DE SOUZA,DEPUTADO FEDERAL,2022
VALDIR GOMES DOS SANTOS,DEPUTADO ESTADUAL,2022
VICTOR LUCAS AGUIAR,DEPUTADO FEDERAL,2022
WASHINGTON MODESTO GONTIJO JUNIOR,DEPUTADO FEDERAL,2022
ABRAAO GARCIA PIMENTA,DEPUTADO ESTADUAL,2022
ADELANE BARBOSA SILVA,DEPUTADO FEDERAL,2022
ADRIANO JUNIO TEIXEIRA SABINO,DEPUTADO ESTADUAL,2022
ALAIDE SILVA DE LIMA,DEPUTADO ESTADUAL,2022
ALEXANDRE AUGUSTO SOUZA CARMO,DEPUTADO FEDERAL,2022
ALEXSANDRO ROSA DA COSTA,DEPUTADO FEDERAL,2022
ALYSSON FELIPE ALVES GOMES,DEPUTADO FEDERAL,2022
ANA CAROLINA SILVA DE OLIVEIRA,DEPUTADO ESTADUAL,2022
ANDERSON SALVADOR TRINDADE DA SILVA,DEPUTADO FEDERAL,2022
ANTONIO CARLOS DA COSTA JUNIOR,DEPUTADO ESTADUAL,2022
APARECIDO LEANDRO DE CASTRO,DEPUTADO ESTADUAL,2022
BRUNO ALEXANDRINO DE CASTRO RIBEIRO,DEPUTADO ESTADUAL,2022
CAMILA GABRIELA DE LIMA GUILHERME,DEPUTADO FEDERAL,2022
CARLOS ALBERTO BRAIGHI JUNIOR,DEPUTADO ESTADUAL,2022
CARLOS ROBERTO DE SOUZA,DEPUTADO ESTADUAL,2022
CHEILA BARBOSA CARVALHO,DEPUTADO FEDERAL,2022
CLEUSDETE FRANCISCA COUTINHO,DEPUTADO ESTADUAL,2022
CÉLIA SIMONE DE ALMEIDA,DEPUTADO ESTADUAL,2022
DANIEL OLIVEIRA DA SILVA,DEPUTADO FEDERAL,2022
DOUGLAS MIKE KENNEDY NASCIMENTO,DEPUTADO FEDERAL,2022
EDER DETREZ SILVA,DEPUTADO ESTADUAL,2022
ELIANA RESENDE DE OLIVEIRA,DEPUTADO ESTADUAL,2022
ELIZANGELA APARECIDA DOS SANTOS,DEPUTADO ESTADUAL,2022
ENILDA MARIA SOUZA,DEPUTADO FEDERAL,2022
ENIO MARCELO GONÇALVES DE SOUZA,DEPUTADO ESTADUAL,2022
ERIKA ROCHA ALVES PINTO RODRIGUES SOARES,DEPUTADO FEDERAL,2022
FLÁVIA VALLE VERNASCHI,DEPUTADO FEDERAL,2022
GERALDO DE CASTRO SOUZA,DEPUTADO ESTADUAL,2022
GLAUCO FERREIRA MARCOLINO,DEPUTADO FEDERAL,2022
GLAUSIANO SILVA DUARTE,DEPUTADO FEDERAL,2022
GLAYSON MATIAS BARBOSA,DEPUTADO FEDERAL,2022
GUSTAVO OLIMPIO SIQUEIRA ROCHA,DEPUTADO ESTADUAL,2022
HERCULES ANTONIO DE MEDEIROS,DEPUTADO FEDERAL,2022
IDELMO ATAÍDE ALVES,DEPUTADO FEDERAL,2022
ILEUZA AIRES DE SOUZA FELIPE,DEPUTADO ESTADUAL,2022
JOSÉ LÚCIO DE OLIVEIRA,DEPUTADO ESTADUAL,2022
JUNIMARA NOGUEIRA SILVEIRA,DEPUTADO FEDERAL,2022
MARCOS AURÉLIO DA SILVA COSTA,DEPUTADO FEDERAL,2022
MARIA APARECIDA DOS SANTOS BARBOSA,DEPUTADO ESTADUAL,2022
MARILENE PEREIRA SILVA,DEPUTADO ESTADUAL,2022
MAYARA SHIGUEKI ROSSI,DEPUTADO FEDERAL,2022
MICHEL NEVES WINTER,DEPUTADO FEDERAL,2022
MÁRCIA REGINA CUNHA,DEPUTADO ESTADUAL,2022
NESTOR RAMOS CUSTODIO,DEPUTADO ESTADUAL,2022
PALOWA MARIA DE ASSIS MENDES E FARIA,DEPUTADO FEDERAL,2022
PATRICIA CARDOSO CLEMENTE,DEPUTADO FEDERAL,2022
RAMSÉS MACIEL DE CASTRO,DEPUTADO ESTADUAL,2022
RICARDO GONÇALVES CAMPOS,DEPUTADO FEDERAL,2022
RILDO RODRIGUES DO CARMO,DEPUTADO ESTADUAL,2022
RONALDO DORNELAS,DEPUTADO FEDERAL,2022
RONEY FERNANDO DIEGO DE PAULA,DEPUTADO FEDERAL,2022
SIMONE APARECIDA DOS PASSOS,DEPUTADO FEDERAL,2022
SÉRGIO RICARDO DA COSTA,DEPUTADO ESTADUAL,2022
THOMÁS VIEIRA DE SOUZA,DEPUTADO ESTADUAL,2022
VALDECIR GUADALUPE CASSIMIRO,DEPUTADO ESTADUAL,2022
