NM_MUNICIPIO,NM_VOTAVEL,DS_CARGO,QT_VOTOS,ELEITO
ABADIA DOS DOURADOS,AMILTON LEMES MUNDIM,VEREADOR,64,NAO
ABADIA DOS DOURADOS,ANA MARIA CORREIA DA PAIXÃO,VEREADOR,5,NAO
ABADIA DOS DOURADOS,ANCELMO MARRA DE ASSUNÇÃO,VEREADOR,232,NAO
ABADIA DOS DOURADOS,ANCELMO RODRIGUES DE MELO,VEREADOR,170,NAO
ABADIA DOS DOURADOS,ANGELA MARIA DE BARROS,VEREADOR,198,NAO
ABADIA DOS DOURADOS,DANIEL ESTEVES MACHADO,VEREADOR,39,NAO
ABADIA DOS DOURADOS,DUNALVO ALVES DA SILVA,VEREADOR,221,NAO
ABADIA DOS DOURADOS,ELISMEIRE CRISTINA MARQUES DUARTE,VEREADOR,124,NAO
ABADIA DOS DOURADOS,GERALDO LUIZ BATISTA,VEREADOR,351,NAO
ABADIA DOS DOURADOS,GILVANE VARGAS DE MELO,VEREADOR,265,NAO
ABADIA DOS DOURADOS,GLEICE ROSA MESSIAS PINHEIRO,VEREADOR,20,NAO
ABADIA DOS DOURADOS,GUSTAVO RABELO NETO,VEREADOR,66,NAO
ABADIA DOS DOURADOS,JONAS CAETANO FILGUEIRA,VEREADOR,201,NAO
ABADIA DOS DOURADOS,JOSÉ RAMOS DA SILVA SOBRINHO,VEREADOR,282,NAO
ABADIA DOS DOURADOS,JOÃO LUIZ DUARTE,VEREADOR,81,NAO
ABADIA DOS DOURADOS,MARCOS ANTONIO BORGES,VEREADOR,83,NAO
ABADIA DOS DOURADOS,MARIA APARECIDA DE JESUS RESENDE,VEREADOR,140,NAO
ABADIA DOS DOURADOS,MARIA DO CARMO MEDEIROS,VEREADOR,11,NAO
ABADIA DOS DOURADOS,MOZAR PINTO DA SILVA,VEREADOR,21,NAO
ABADIA DOS DOURADOS,NELI ROSA LUZIA,VEREADOR,19,NAO
ABADIA DOS DOURADOS,QUEILA MARCIA PEREIRA,VEREADOR,49,NAO
ABADIA DOS DOURADOS,REGINALDO FELISBINO,VEREADOR,325,NAO
ABADIA DOS DOURADOS,RUY PEREIRA DAMAS,VEREADOR,325,NAO
ABADIA DOS DOURADOS,SEBASTIAO MACHADO DA SILVEIRA,VEREADOR,87,NAO
ABADIA DOS DOURADOS,SEBASTIÃO DA SILVA RAMOS,VEREADOR,309,NAO
ABADIA DOS DOURADOS,SELMA MARIA MARTINS FERREIRA,VEREADOR,153,NAO
ABADIA DOS DOURADOS,VAGNER TOMAZ DE SOUZA,VEREADOR,454,SIM (2016)
ABADIA DOS DOURADOS,VALERIO ANTONIO DE OLIVEIRA,VEREADOR,440,NAO
ABAETÉ,ANTONIO APARECIDO FERREIRA,VEREADOR,195,NAO
ABAETÉ,ANTÔNIO CARLOS LATALISA FRANÇA,VEREADOR,1114,NAO
ABAETÉ,ANTÔNIO DIAS DA SILVA,VEREADOR,24,NAO
ABAETÉ,ARISVALDO OLIVEIRA DA CUNHA,VEREADOR,136,NAO
ABAETÉ,CARLOS EDUARDO LOPES PEREIRA,VEREADOR,406,NAO
ABAETÉ,CARLOS MARCOS LUCIANO,VEREADOR,106,NAO
ABAETÉ,CARLOS RENATO SILVA,VEREADOR,26,NAO
ABAETÉ,CASSIA ADRIANA DA ROCHA,VEREADOR,84,NAO
ABAETÉ,CELESTE MARIA MENEZES GONTIJO,VEREADOR,250,NAO
ABAETÉ,CELIO ARRUDA,VEREADOR,1413,SIM (2016)
ABAETÉ,CLARISMUNDO CÉZAR DA CUNHA,VEREADOR,155,NAO
ABAETÉ,CLEIA APARECIDA MARQUES BRAGA,VEREADOR,21,NAO
ABAETÉ,EVERALDO CARLOS FERREIRA,VEREADOR,109,NAO
ABAETÉ,FABRICIO MENDES DA COSTA,VEREADOR,216,NAO
ABAETÉ,FARDÊ CORRÊA DA SILVA,VEREADOR,50,NAO
ABAETÉ,FERNANDO ALVES DA SILVA,VEREADOR,55,NAO
ABAETÉ,FERNANDO HENRIQUE GUIMARÃES,VEREADOR,592,NAO
ABAETÉ,GASPAR JOSE DA CUNHA,VEREADOR,277,NAO
ABAETÉ,GEOVANE APARECIDO SOARES,VEREADOR,735,NAO
ABAETÉ,GERALDA VALÉRIA GABRIEL ALVES DE SOUZA,VEREADOR,130,NAO
ABAETÉ,GERALDO CLODOALDO DA CUNHA SOARES,VEREADOR,427,NAO
ABAETÉ,GERALDO DA SILVA LOPES,VEREADOR,314,NAO
ABAETÉ,GILMAR CAMPOS DE ALMEIDA,VEREADOR,553,NAO
ABAETÉ,JEFERSON WASHINGTON DE ARAÚJO,VEREADOR,124,NAO
ABAETÉ,JOSÉ MARCELINO DA SILVA,VEREADOR,87,NAO
ABAETÉ,JOSÉ MAURICIO ALVES CORGOSINHO,VEREADOR,245,NAO
ABAETÉ,JOSÉ OSVALDO XAVIER DE ANDRADE,VEREADOR,292,NAO
ABAETÉ,JOSÉ PEREIRA DA SILVA,VEREADOR,42,NAO
ABAETÉ,JULIANO AMARO DA SILVA,VEREADOR,418,NAO
ABAETÉ,JUVERCINA MARIA ROSA PEREIRA,VEREADOR,628,NAO
ABAETÉ,LUIZ DE CASTRO ARRUDA,VEREADOR,180,NAO
ABAETÉ,LURDES BRAS DA SILVA,VEREADOR,75,NAO
ABAETÉ,MANOELITA APARECIDA DA SILVA,VEREADOR,14,NAO
ABAETÉ,MARIA ALICE DA CUNHA PEREIRA,VEREADOR,52,NAO
ABAETÉ,MARIA CATARINA DA SILVA,VEREADOR,29,NAO
ABAETÉ,MARIA CRISTINA GOMES DA SILVA,VEREADOR,2,NAO
ABAETÉ,MERCÊS DE OLIVEIRA,VEREADOR,3,NAO
ABAETÉ,MIGUEL BATISTA DA COSTA,VEREADOR,101,NAO
ABAETÉ,RAFAEL DA COSTA RESENDE,VEREADOR,309,NAO
ABAETÉ,RAFAEL ERNANDO CORRÊA,VEREADOR,165,NAO
ABAETÉ,RAPHAEL GUIMARÃES DE SOUSA,VEREADOR,257,NAO
ABAETÉ,RONALDO FERREIRA DA SILVA,VEREADOR,49,NAO
ABAETÉ,ROSSINI CURI GONTIJO,VEREADOR,404,NAO
ABAETÉ,SALMO JOSÉ DE ALMEIDA,VEREADOR,555,NAO
ABAETÉ,SANDRA LÚCIA DE MELO SILVA,VEREADOR,20,NAO
ABAETÉ,SELMA HELENA DA SILVA,VEREADOR,27,NAO
ABAETÉ,TÁCIO SILVA DE ARAÚJO,VEREADOR,78,NAO
ABAETÉ,VALDECI JOSÉ DA SILVA,VEREADOR,317,NAO
ABAETÉ,VANDELIO JOSE RIBEIRO,VEREADOR,723,NAO
ABAETÉ,VANDERLUCIA CARMELIA DE SOUSA,VEREADOR,30,NAO
ABAETÉ,VANESSA APARECIDA CRUZ PEREIRA,VEREADOR,158,NAO
ABAETÉ,VICENTE FERREIRA LAMOUNIER FILHO,VEREADOR,500,NAO
ABAETÉ,ZILDA MARIA DE OLIVEIRA,VEREADOR,1,NAO
ABRE CAMPO,ALINE APARECIDA MENDES ANACLETO RAMOS,VEREADOR,38,NAO
ABRE CAMPO,ALINE MARTINS DE ALMEIDA,VEREADOR,1,NAO
ABRE CAMPO,ANA MARIA DE FREITAS MACHADO,VEREADOR,9,NAO
ABRE CAMPO,BAUER SIQUEIRA,VEREADOR,48,NAO
ABRE CAMPO,CAMILO JOSE CAETANO SAMPAIO,VEREADOR,14,NAO
ABRE CAMPO,CESAR NETTO ROSA,VEREADOR,572,NAO
ABRE CAMPO,DAIANA POLIANA DE OLIVEIRA PEREIRA,VEREADOR,12,NAO
ABRE CAMPO,DIRCEU HENRIQUE GOMES ROSA,VEREADOR,141,NAO
ABRE CAMPO,EDSON PAULA MIRANDA,VEREADOR,320,NAO
ABRE CAMPO,ELENA MARIA DE JESUS DA SILVA,VEREADOR,60,NAO
ABRE CAMPO,FLÁVIA  GOMES SILVA,VEREADOR,13,NAO
ABRE CAMPO,GERALDO DAS GRAÇAS MEIRA,VEREADOR,243,NAO
ABRE CAMPO,GERALDO EDUARDO DA SILVA,VEREADOR,15,NAO
ABRE CAMPO,GERALDO HENRIQUE FERNANDES,VEREADOR,40,NAO
ABRE CAMPO,GERALDO MAGELLA ROSA,VEREADOR,52,NAO
ABRE CAMPO,GILBERTO SOARES DOS REIS,VEREADOR,18,NAO
ABRE CAMPO,HEBER SANCHES COTTA,VEREADOR,70,NAO
ABRE CAMPO,IRENE TEIXEIRA SIQUEIRA,VEREADOR,2,NAO
ABRE CAMPO,JOANAS DA SILVA BARBOSA,VEREADOR,344,NAO
ABRE CAMPO,JOAQUIM LOPES SOARES,VEREADOR,438,NAO
ABRE CAMPO,JORGE GOMES DE AZEVEDO,VEREADOR,251,NAO
ABRE CAMPO,JOSE CELIO DE OLIVEIRA MIRANDA,VEREADOR,553,NAO
ABRE CAMPO,JOSE GILBERTO CLEMENTE FRADE,VEREADOR,360,NAO
ABRE CAMPO,JOSÉ ALMEIDA SANTANA,VEREADOR,274,NAO
ABRE CAMPO,JOSÉ DAMIÃO DE OLIVEIRA,VEREADOR,31,NAO
ABRE CAMPO,JOSÉ DONIZETE DE ALMEIDA,VEREADOR,185,NAO
ABRE CAMPO,JOSÉ MARIA DE SOUSA SANTANA,VEREADOR,277,NAO
ABRE CAMPO,JOSÉ OCIMAR DE SOUSA,VEREADOR,226,NAO
ABRE CAMPO,JOSÉ ROMILDO ERNESTO,VEREADOR,153,NAO
ABRE CAMPO,LAURA MARIA DA SILVA SOARES,VEREADOR,35,NAO
ABRE CAMPO,LEANDRO DE QUEIROZ FERREIRA,VEREADOR,82,NAO
ABRE CAMPO,LEONARDO JOSE FERNANDES DE ABREU,VEREADOR,594,SIM (2016)
ABRE CAMPO,LEONEL SANTANA FILHO,VEREADOR,378,NAO
ABRE CAMPO,LIDIA SOARES PEREIRA DIAS,VEREADOR,57,NAO
ABRE CAMPO,LISANDRO JOSÉ DE ALMEIDA ROLIN,VEREADOR,38,NAO
ABRE CAMPO,LUIZ CARLOS DA SILVA,VEREADOR,77,NAO
ABRE CAMPO,MARCELO HENRIQUE RIBEIRO,VEREADOR,39,NAO
ABRE CAMPO,MARCO AURÉLIO CHAVES SANTANA,VEREADOR,46,NAO
ABRE CAMPO,MARCOS VINICIUS DA CRUZ PINHEIRO,VEREADOR,252,NAO
ABRE CAMPO,MARIA APARECIDA BARBOSA LOPES COELHO,VEREADOR,90,NAO
ABRE CAMPO,MARIA APARECIDA PALENÇA VIEIRA,VEREADOR,2,NAO
ABRE CAMPO,MARIA APARECIDA RORIZ REIS,VEREADOR,1,NAO
ABRE CAMPO,MARIA AUXILIADORA PEREIRA COELHO,VEREADOR,13,NAO
ABRE CAMPO,MARIA CECÍLIA LIMA BICALHO,VEREADOR,1,NAO
ABRE CAMPO,MARIA DAS GRAÇAS BARBOSA DA SILVA,VEREADOR,113,NAO
ABRE CAMPO,MARLENE DA CRUZ NIFA LIMA,VEREADOR,12,NAO
ABRE CAMPO,MOACIR GOMES,VEREADOR,45,NAO
ABRE CAMPO,NILTON PAULO PROFETA,VEREADOR,43,NAO
ABRE CAMPO,PATRÍCIA APARECIDA DA SILVA OLIVEIRA,VEREADOR,2,NAO
ABRE CAMPO,RAIMUNDO CÉLIO DE PAIVA,VEREADOR,490,NAO
ABRE CAMPO,RAIMUNDO SAMPAIO RIBEIRO,VEREADOR,240,NAO
ABRE CAMPO,RODRIGO ACÁSSIO DA CUNHA,VEREADOR,59,NAO
ABRE CAMPO,SILENE APARECIDA GUARDA MARCOLINO,VEREADOR,3,NAO
ABRE CAMPO,THIAGO VIEIRA RODRIGUES,VEREADOR,54,NAO
ABRE CAMPO,VADICO MARTINS DE MIRANDA,VEREADOR,5,NAO
ABRE CAMPO,WANTUIL SAMPAIO VIANA,VEREADOR,535,NAO
ACAIACA,ANTONIO AUGUSTO PINHEIRO,VEREADOR,97,NAO
ACAIACA,ANTONIO DO CARMO BARBOSA,VEREADOR,109,NAO
ACAIACA,ARLINDO FABIANO NERY,VEREADOR,19,NAO
ACAIACA,BERENICE MARTINS PEREIRA,VEREADOR,1,NAO
ACAIACA,BETÂNIA MARINA DE OLIVEIRA,VEREADOR,63,NAO
ACAIACA,BRUNO MARTINS DE OLIVEIRA,VEREADOR,61,NAO
ACAIACA,CRISTIANO ABDO DE SOUZA,VEREADOR,16,NAO
ACAIACA,CRISTIANO MARTIR DO CARMO,VEREADOR,59,NAO
ACAIACA,DAYVSON APARECIDO DA SILVA CAMILO,VEREADOR,15,NAO
ACAIACA,DERSIRA DO NASCIMENTO SILVA,VEREADOR,2,NAO
ACAIACA,EDWIGES DE CARVALHO BENTO,VEREADOR,36,NAO
ACAIACA,ELIANA GERONIMA APOLONIO,VEREADOR,19,NAO
ACAIACA,ELISEYEV TEIXEIRA DE CARVALHO,VEREADOR,143,NAO
ACAIACA,ERIVELTON DE SOUZA SILVA,VEREADOR,67,NAO
ACAIACA,FRANCISCO JOSÉ VIEIRA DE GOES,VEREADOR,20,NAO
ACAIACA,FÁBIO JOSÉ PEREIRA,VEREADOR,70,NAO
ACAIACA,GERALDO DO CARMO BARBOSA,VEREADOR,23,NAO
ACAIACA,GERALDO DO CARMO DOS SANTOS,VEREADOR,117,NAO
ACAIACA,GERALDO TOLENTINO DE FREITAS,VEREADOR,59,NAO
ACAIACA,GIUVANES PAULO DE OLIVEIRA,VEREADOR,10,NAO
ACAIACA,JAIME GONÇALVES DO ESPIRITO SANTO,VEREADOR,114,NAO
ACAIACA,JAMIL NADRA JAMMAL,VEREADOR,66,NAO
ACAIACA,JAQUELINE ESPERIDIÃO LOPES RIBEIRO,VEREADOR,144,NAO
ACAIACA,JOEL FERREIRA,VEREADOR,44,NAO
ACAIACA,JOSE CLAUDIO PATROCINIO,VEREADOR,7,NAO
ACAIACA,JOSÉ ROBERTO BERNARDO,VEREADOR,45,NAO
ACAIACA,JOYCE DANTAS FERREIRA,VEREADOR,114,NAO
ACAIACA,LEONE APARECIDO SIMPLICIO,VEREADOR,67,NAO
ACAIACA,LORENA CRISTINA SILVA ROMUALDO,VEREADOR,4,NAO
ACAIACA,LUIZ ANTÔNIO BRUM,VEREADOR,92,NAO
ACAIACA,LUÃ MARTINS DA SILVA,VEREADOR,7,NAO
ACAIACA,MARCO ANTONIO DA SILVA,VEREADOR,63,NAO
ACAIACA,MARIA DO ROSÁRIO BARRETO,VEREADOR,34,NAO
ACAIACA,MARIA LINA DE SOUZA,VEREADOR,43,NAO
ACAIACA,MARIO ROBERTO CAMILO JUNIOR,VEREADOR,90,NAO
ACAIACA,MAX SANTOS MEIRELES,VEREADOR,80,NAO
ACAIACA,MUCIO ANTÔNIO MOREIRA,VEREADOR,29,NAO
ACAIACA,MÔNICA GEORGINA DIAS,VEREADOR,1,NAO
ACAIACA,NELY DIRCEU MACHADO,VEREADOR,8,NAO
ACAIACA,NÉLIA REGINA EUZÉBIO DA SILVA,VEREADOR,10,NAO
ACAIACA,POLLYANA TAMIRES DA CRUZ,VEREADOR,19,NAO
ACAIACA,PRISCILA DRUMOND BELARDINELI,VEREADOR,4,NAO
ACAIACA,RICHARDSON DANIEL VENTURA,VEREADOR,24,NAO
ACAIACA,ROSÂNGELA MARIA DA SILVA,VEREADOR,97,NAO
ACAIACA,SALIM ESPERIDIÃO FILHO,VEREADOR,26,NAO
ACAIACA,SEGISMAR PATRÍCIO JULIO,VEREADOR,36,NAO
ACAIACA,SOLILENE BARBOSA,VEREADOR,66,NAO
ACAIACA,THIAGO AUGUSTO DA CUNHA MAURÍCIO,VEREADOR,56,NAO
ACAIACA,VANDERLEY DE OLIVEIRA SOUSA,VEREADOR,204,SIM (2016)
ACAIACA,VICENTE FERREIRA DOS SANTOS FILHO,VEREADOR,171,NAO
ACAIACA,ZÉLIA MARIA BARBOSA,VEREADOR,5,NAO
AGUANIL,ANDRE LUIZ FERREIRA,VEREADOR,83,NAO
AGUANIL,ANTONIO MOREIRA SILVA,VEREADOR,9,NAO
AGUANIL,CLARETE GUEDES HENRIQUE,VEREADOR,37,NAO
AGUANIL,CLEBER GUIMARAES,VEREADOR,14,NAO
AGUANIL,DILERMANDO PINHEIRO,VEREADOR,234,SIM (2016)
AGUANIL,ED CARLOS DE ARAUJO,VEREADOR,10,NAO
AGUANIL,EDNA MARAISA RODRIGUES REIS,VEREADOR,138,NAO
AGUANIL,FLORIANO BELCHIOR,VEREADOR,43,NAO
AGUANIL,IONE FERREIRA PEREIRA,VEREADOR,17,NAO
AGUANIL,ISMAEL PEREIRA,VEREADOR,82,NAO
AGUANIL,ISTELAMAR PIMENTA DA SILVA PAIVA,VEREADOR,27,NAO
AGUANIL,JOAO BATISTA RODRIGUES,VEREADOR,54,NAO
AGUANIL,JOEL CASSIANO,VEREADOR,103,NAO
AGUANIL,JONATHAN GABRIEL CITRINITE,VEREADOR,81,NAO
AGUANIL,JOSE MARCIO DE OLIVEIRA,VEREADOR,200,NAO
AGUANIL,JOSIANE SILVA MANOEL,VEREADOR,20,NAO
AGUANIL,JOSÉ REGINALDO BAIA,VEREADOR,157,NAO
AGUANIL,JOÃO ALVES SILVA,VEREADOR,42,NAO
AGUANIL,JOÃO BATISTA DA SILVA,VEREADOR,74,NAO
AGUANIL,JOÃO PAULO NEVES,VEREADOR,191,NAO
AGUANIL,LUCIANO CREMASCO,VEREADOR,227,NAO
AGUANIL,LUIS GONÇALVES LIMA,VEREADOR,75,NAO
AGUANIL,LUIZ HENRIQUE SOUZA,VEREADOR,58,NAO
AGUANIL,MARCOS HENRIQUE SILVA,VEREADOR,21,NAO
AGUANIL,MAURO DUARTE VILELA CARDOSO,VEREADOR,185,NAO
AGUANIL,NEY EDUARDO ALVES COSTA,VEREADOR,165,NAO
AGUANIL,NILMA ALVES DE ASSIS,VEREADOR,11,NAO
AGUANIL,PETERSON MENEZES,VEREADOR,152,NAO
AGUANIL,RENATA RUSCELLE MAGALHAES,VEREADOR,135,NAO
AGUANIL,RENATO COSTA REIS,VEREADOR,83,NAO
AGUANIL,ROMEU DE SOUSA RESENDE,VEREADOR,224,NAO
AGUANIL,SANDRA MARTINS CARLOS RIBEIRO,VEREADOR,16,NAO
AGUANIL,SERGIO CRISTIANO BATISTA,VEREADOR,25,NAO
AGUANIL,SILVANA PADILHA SOBRAL FERREIRA,VEREADOR,12,NAO
AGUANIL,THAYS SILVA,VEREADOR,33,NAO
AGUANIL,VANDA SILVIA CASSIANO ALVES,VEREADOR,9,NAO
AGUANIL,VANESSA VITAR SANTOS,VEREADOR,1,NAO
AGUANIL,VERIVELTON DA SILVA,VEREADOR,114,NAO
AGUANIL,WALDIMAR SEBASTIÃO SALES,VEREADOR,28,NAO
AGUANIL,WELTON FERREIRA COSTA,VEREADOR,91,NAO
AGUANIL,WILKER NATANAEL SILVA,VEREADOR,24,NAO
AIMORÉS,ADALTO RODRIGUES PINHEIRO,VEREADOR,59,NAO
AIMORÉS,ADALTON MARQUES TEIXEIRA,VEREADOR,421,NAO
AIMORÉS,ADEMIR HOFFMANN,VEREADOR,135,NAO
AIMORÉS,ADILSON ADRIANO DA SILVA,VEREADOR,46,NAO
AIMORÉS,ADIR CANDIDO DA SILVA,VEREADOR,48,NAO
AIMORÉS,ADMAR GOMES DA SILVA,VEREADOR,458,NAO
AIMORÉS,ADOLFO CAXIAS CANDIDO,VEREADOR,45,NAO
AIMORÉS,ADRIANA CIPRIANO CALVAO,VEREADOR,38,NAO
AIMORÉS,AGDA DA PENHA ROSA GOMES GARCIA,VEREADOR,13,NAO
AIMORÉS,AILTON DA SILVA RAMOS,VEREADOR,63,NAO
AIMORÉS,ALLEN ANTONIO TAVARES PEREIRA,VEREADOR,143,NAO
AIMORÉS,ANDRE VIDAL DE FREITAS,VEREADOR,526,NAO
AIMORÉS,ANDREA CANDIDA PLASTER MATTOS AFOUMADO,VEREADOR,423,NAO
AIMORÉS,ANTONIO CARLOS NOGUEIRA DE ALEMAR,VEREADOR,79,NAO
AIMORÉS,ANTONIO LEOPOLDO NETO,VEREADOR,43,NAO
AIMORÉS,ANTONIO ROBERTO DE FREITAS,VEREADOR,79,NAO
AIMORÉS,ANTONIO ROBERTO GERVASIO,VEREADOR,264,NAO
AIMORÉS,BRAZ CREMASCO ZORZAL,VEREADOR,128,NAO
AIMORÉS,CHARLES AUGUSTO ALVES,VEREADOR,89,NAO
AIMORÉS,DANIEL APOEMA GARZON,VEREADOR,95,NAO
AIMORÉS,DANIEL LEMOS,VEREADOR,460,NAO
AIMORÉS,DARCY SALOMAO,VEREADOR,246,NAO
AIMORÉS,DULCE BATISTA MARQUES PEREIRA,VEREADOR,21,NAO
AIMORÉS,EDIMAR ADRIANO DA SILVA,VEREADOR,127,NAO
AIMORÉS,EDINALDO COSTA CADETE,VEREADOR,34,NAO
AIMORÉS,EDMAR TEIXEIRA DA SILVA,VEREADOR,244,NAO
AIMORÉS,ELIANA BASTOS DA SILVEIRA GOMES,VEREADOR,159,NAO
AIMORÉS,FABIO GARCIA DE PAULA,VEREADOR,109,NAO
AIMORÉS,FABIO RODRIGUES DE SOUZA,VEREADOR,307,NAO
AIMORÉS,FERNANDA DE SOUZA COSTA,VEREADOR,11,NAO
AIMORÉS,FERNANDO MALDONADO OHNEZORGE,VEREADOR,190,NAO
AIMORÉS,FLAVIO ARAUJO PESTANA,VEREADOR,245,NAO
AIMORÉS,GENYLDA FERREIRA SALOMAO,VEREADOR,90,NAO
AIMORÉS,GERALDO JOAO DE OLIVEIRA,VEREADOR,38,NAO
AIMORÉS,GERSON FERNANDES DE CARVALHO,VEREADOR,226,NAO
AIMORÉS,GESSIMAR GOMES DA SILVA,VEREADOR,72,NAO
AIMORÉS,GIRLENE APARECIDA GOULART,VEREADOR,21,NAO
AIMORÉS,GISELE TELECH BARROS GOULART,VEREADOR,9,NAO
AIMORÉS,GLACINAIDE MENDES ROCHA CHAGAS,VEREADOR,55,NAO
AIMORÉS,GUMERCINDO PEREIRA DE SOUZA,VEREADOR,163,NAO
AIMORÉS,HALAN CALDAS KAISER,VEREADOR,105,NAO
AIMORÉS,HELENA DE SOUZA SANTOS,VEREADOR,28,NAO
AIMORÉS,HELTON BARROS DE MORAIS,VEREADOR,82,NAO
AIMORÉS,IDA IZABEL DA COSTA,VEREADOR,39,NAO
AIMORÉS,IRANY MOREIRA,VEREADOR,57,NAO
AIMORÉS,JALIRA JANUARIO SILVA,VEREADOR,36,NAO
AIMORÉS,JAMES ROGER BANDEIRA DA COSTA,VEREADOR,193,NAO
AIMORÉS,JARCILEI FREDERICO PEREIRA,VEREADOR,116,NAO
AIMORÉS,JOANA BICALHO GOMES,VEREADOR,27,NAO
AIMORÉS,JOAO MARTINS NUNES,VEREADOR,351,NAO
AIMORÉS,JOIALI FERREIRA DE PAIVA,VEREADOR,69,NAO
AIMORÉS,JONAS ANTONIO DE SOUZA,VEREADOR,122,NAO
AIMORÉS,JORGE ANTONIO TEIXEIRA,VEREADOR,118,NAO
AIMORÉS,JORGE LUIZ SILVA,VEREADOR,361,NAO
AIMORÉS,JOSE ALEXANDRE FERREIRA,VEREADOR,378,NAO
AIMORÉS,JOSE CARLOS JUSTINO,VEREADOR,121,NAO
AIMORÉS,JOSE DE OLIVEIRA FILHO,VEREADOR,56,NAO
AIMORÉS,JOSE IRON DE PAULA,VEREADOR,96,NAO
AIMORÉS,JOSE RAIMUNDO VIEIRA,VEREADOR,201,NAO
AIMORÉS,JOSE TARCIZIO DA SILVA,VEREADOR,62,NAO
AIMORÉS,JOZIMAR CORREA CIMA,VEREADOR,71,NAO
AIMORÉS,JULIANA ALVES QUINTELA,VEREADOR,10,NAO
AIMORÉS,KELEN CRISTIAN SILVA ANDRADE,VEREADOR,8,NAO
AIMORÉS,LAIR PINHEIRO DE SOUZA,VEREADOR,229,NAO
AIMORÉS,LAMONIER DA SILVA ARAUJO,VEREADOR,192,NAO
AIMORÉS,LENY SANTANA PESSOTTI,VEREADOR,14,NAO
AIMORÉS,LUCIANO AFONSO CEZAR,VEREADOR,595,SIM (2016)
AIMORÉS,MARCOS FELIPE DE SOUZA MUFALANI,VEREADOR,39,NAO
AIMORÉS,MARCOS GONCALVES DE AGUIAR,VEREADOR,295,NAO
AIMORÉS,MARIA APARECIDA DA SILVA,VEREADOR,27,NAO
AIMORÉS,MARIA APARECIDA DE SIQUEIRA,VEREADOR,16,NAO
AIMORÉS,MARIA AUXILIADORA MENDES,VEREADOR,2,NAO
AIMORÉS,MARIA FELICIA AMORIM GOMES,VEREADOR,6,NAO
AIMORÉS,MARIA JOSE FERNANDES,VEREADOR,22,NAO
AIMORÉS,MARIA LIGIA LUZ OLIVEIRA,VEREADOR,13,NAO
AIMORÉS,MARIA REGIANE GONCALVES FAGUNDES,VEREADOR,8,NAO
AIMORÉS,MARLENE FERNANDES,VEREADOR,30,NAO
AIMORÉS,MARLI MARIA KAIZER LOPES,VEREADOR,111,NAO
AIMORÉS,MATEUS HENRIQUE DE SOUZA LIMA,VEREADOR,207,NAO
AIMORÉS,NAEL VITORINO DE OLIVEIRA,VEREADOR,128,NAO
AIMORÉS,NATALINO ALVES DE ALMEIDA,VEREADOR,68,NAO
AIMORÉS,NEACIR DE OLIVEIRA SILVA,VEREADOR,509,NAO
AIMORÉS,NILZA PEREIRA DE ANDRADE FERREIRA,VEREADOR,19,NAO
AIMORÉS,NORMILDA DA SILVA SOARES,VEREADOR,145,NAO
AIMORÉS,ONAIR VITORINO FILHO,VEREADOR,466,NAO
AIMORÉS,PAULO CELSO DE CARVALHO,VEREADOR,30,NAO
AIMORÉS,PAULO ROBERTO DA SILVA,VEREADOR,313,NAO
AIMORÉS,POLIANA CALDAS DOS SANTOS,VEREADOR,20,NAO
AIMORÉS,ROBERTO CARLOS DE OLIVEIRA,VEREADOR,219,NAO
AIMORÉS,ROBSON NORBAL,VEREADOR,47,NAO
AIMORÉS,ROLIANO DA CONCEICAO,VEREADOR,9,NAO
AIMORÉS,RUBENS BARCELOS,VEREADOR,580,NAO
AIMORÉS,RUBENS GONCALVES ROSA,VEREADOR,16,NAO
AIMORÉS,Rede Sustentabilidade,VEREADOR,8,NAO
AIMORÉS,SANDRO PEREIRA,VEREADOR,200,NAO
AIMORÉS,SAULO CAMILO DA SILVA,VEREADOR,23,NAO
AIMORÉS,SEBASTIAO FAGUNDES DA SILVA,VEREADOR,211,NAO
AIMORÉS,SEBASTIAO FERREIRA DE SOUZA,VEREADOR,222,NAO
AIMORÉS,SEBASTIAO HILARIO REQUEL,VEREADOR,155,NAO
AIMORÉS,SORAYA MOURA DOS SANTOS,VEREADOR,6,NAO
AIMORÉS,TORIBIO CORDEIRO NETO,VEREADOR,133,NAO
AIMORÉS,VALTER DE SOUZA GOMES,VEREADOR,69,NAO
AIMORÉS,VAURY FILHA DE SOUZA,VEREADOR,34,NAO
AIMORÉS,VIRGINIA AMELIA HENRIQUE DO VALE,VEREADOR,21,NAO
AIMORÉS,VIVIANE DA SILVA PEDROSA,VEREADOR,15,NAO
AIMORÉS,WASHINGTON DO NASCIMENTO CASTILHO,VEREADOR,150,NAO
AIMORÉS,WILLIS ANTONIO DA ROCHA,VEREADOR,146,NAO
AIURUOCA,ALARCON ANTONIO DELFIM,VEREADOR,207,NAO
AIURUOCA,ANTONIO DE PADUA CAPUTO,VEREADOR,29,NAO
AIURUOCA,ANTONIO PAULO FLORES,VEREADOR,181,NAO
AIURUOCA,CARLITO DA ROCHA,VEREADOR,83,NAO
AIURUOCA,DINAIR CARDOSO BRAGA,VEREADOR,53,NAO
AIURUOCA,ELISANGELA MARIA DE SIQUEIRA,VEREADOR,159,NAO
AIURUOCA,FRANCISCO DE ASSIS BARROS,VEREADOR,228,NAO
AIURUOCA,FRANCISCO LAZARO CORREA,VEREADOR,143,NAO
