NM_MUNICIPIO,NM_VOTAVEL,DS_CARGO,QT_VOTOS,ELEITO
CARANDAÍ,LUIZ ANTONIO DA SILVA,VEREADOR,198,NAO
CARANDAÍ,LUIZ PAULO GONÇALVES,VEREADOR,148,NAO
CARANDAÍ,LUIZ REZENDE DIAS,VEREADOR,371,NAO
CARANDAÍ,MANOEL FERNANDES DOS SANTOS,VEREADOR,117,NAO
CARANDAÍ,MARCELO FERREIRA LIMA MARQUES,VEREADOR,33,NAO
CARANDAÍ,MARCIA DUTRA PASCHOALIN NASCIMENTO,VEREADOR,12,NAO
CARANDAÍ,MARCIO ADELMO GUIMARAES,VEREADOR,149,NAO
CARANDAÍ,MARCIO NASCIMENTO,VEREADOR,39,NAO
CARANDAÍ,MARCO ANTONIO BARBOSA DA SILVA,VEREADOR,100,NAO
CARANDAÍ,MARCOS FELIPE DA SILVA,VEREADOR,298,NAO
CARANDAÍ,MARGARIDA MARIA GAMA MOREIRA,VEREADOR,1,NAO
CARANDAÍ,MARIA APARECIDA DE CAMPOS DA SILVA,VEREADOR,23,NAO
CARANDAÍ,MARIA APARECIDA DE OLIVEIRA,VEREADOR,12,NAO
CARANDAÍ,MARIA DA CONCEIÇÃO APARECIDA BAÊTA,VEREADOR,609,NAO
CARANDAÍ,MARIA IMACULADA DOS SANTOS,VEREADOR,1,NAO
CARANDAÍ,MARIA IMACULADA WAMSER,VEREADOR,384,NAO
CARANDAÍ,MARIA LÚCIA DE SOUZA,VEREADOR,1,NAO
CARANDAÍ,MARIA RAIMUNDA ALBUQUERQUE BAÊTA BLAZUTTI,VEREADOR,138,NAO
CARANDAÍ,MARILENE DE CASTRO DOS SANTOS,VEREADOR,15,NAO
CARANDAÍ,MARIO ANTÔNIO TAVARES,VEREADOR,12,NAO
CARANDAÍ,MAURICIO PEREIRA DE CARVALHO,VEREADOR,239,NAO
CARANDAÍ,MILTON EUZÉBIO DE OLIVEIRA,VEREADOR,425,NAO
CARANDAÍ,MURILO PAULINO DOS SANTOS,VEREADOR,269,NAO
CARANDAÍ,NAAMA NEIL RESENDE DA ROCHA,VEREADOR,438,NAO
CARANDAÍ,ODILON MAGNO CUNHA PEREIRA,VEREADOR,73,NAO
CARANDAÍ,OSMAR SEVERINO DE SOUZA,VEREADOR,329,NAO
CARANDAÍ,PATRICK JOSE SANTOS OLIVEIRA,VEREADOR,225,NAO
CARANDAÍ,PEDRO DELFINO DE SOUZA,VEREADOR,162,NAO
CARANDAÍ,PEDRO MARCONI DE SOUSA RODRIGUES,VEREADOR,245,NAO
CARANDAÍ,RAPHAEL ESTEVES DE FARIA,VEREADOR,34,NAO
CARANDAÍ,RAQUEL NATIELLY DE LIMA AMAR,VEREADOR,47,NAO
CARANDAÍ,RICARTE PEDRO DA SILVA,VEREADOR,19,NAO
CARANDAÍ,RONALDO ALVES DE MELO,VEREADOR,59,NAO
CARANDAÍ,ROSA ELISABETH CHIERICATO,VEREADOR,69,NAO
CARANDAÍ,SAMUEL ROBSON RIBEIRO,VEREADOR,79,NAO
CARANDAÍ,SEBASTIÃO TAVARES DE MELO,VEREADOR,175,NAO
CARANDAÍ,SHEILA CRISTINA DA SILVA,VEREADOR,29,NAO
CARANDAÍ,SONIA SILVANIA TAVARES,VEREADOR,53,NAO
CARANDAÍ,TULIO DE PAULA SANTOS,VEREADOR,38,NAO
CARANDAÍ,UZIEL ROSA DE ANDRADE,VEREADOR,164,NAO
CARANDAÍ,VALDINEI GONÇALVES DA CUNHA,VEREADOR,152,NAO
CARANDAÍ,VALERIO DOMINGOS DE SOUSA,VEREADOR,668,SIM (2016)
CARANDAÍ,VALQUÍRIA DA GLÓRIA FAJARDO PACHECO,VEREADOR,9,NAO
CARANDAÍ,VIVIAN CABRAL DE OLIVEIRA,VEREADOR,7,NAO
CARANDAÍ,WAGNER MARIANO ARAUJO DA SILVA,VEREADOR,14,NAO
CARANDAÍ,WELINGTON LUIS BAÊTA LACERDA,VEREADOR,170,NAO
CARANDAÍ,WILSON EVANGELISTA DA SILVA,VEREADOR,193,NAO
CARANGOLA,ADAIR CHEMPE FONSECA,VEREADOR,11,NAO
CARANGOLA,ADAMO PAULO MARTINS,VEREADOR,17,NAO
CARANGOLA,ADILSON RAMIRO PINTO VIANA,VEREADOR,125,NAO
CARANGOLA,ADMAR MENDONCA  DE ARAUJO,VEREADOR,66,NAO
CARANGOLA,ALINE BASTOS CAMPOS SANTOS,VEREADOR,130,NAO
CARANGOLA,ALTAIR MONTEIRO PEDROSA,VEREADOR,4,NAO
CARANGOLA,ALUISIO JÚNIO OLIVEIRA DO NASCIMENTO,VEREADOR,130,NAO
CARANGOLA,ALUIZIO ANTÔNIO NETTO TOLEDO,VEREADOR,150,NAO
CARANGOLA,AMARILDO ELETRO CLEMENTE,VEREADOR,173,NAO
CARANGOLA,AMAURI NOVAES COSTA,VEREADOR,98,NAO
CARANGOLA,ANA BEATRIZ SILVA GRAÇA,VEREADOR,404,NAO
CARANGOLA,ANA LUCIA MORAIS MOURA,VEREADOR,2,NAO
CARANGOLA,ANA MARIA ARCANJO FERRARI,VEREADOR,101,NAO
CARANGOLA,ANDERSON SANTOS DE SOUZA,VEREADOR,45,NAO
CARANGOLA,ANTONIO BRAZ VICENTE,VEREADOR,46,NAO
CARANGOLA,ANTONIO EUVALDO RODRIGUES,VEREADOR,106,NAO
CARANGOLA,ANTONIO RODOLFO LOPES CALEGARI,VEREADOR,50,NAO
CARANGOLA,ANTONIO TORRES BARCELLOS,VEREADOR,8,NAO
CARANGOLA,ANTÔNIO MÁRCIO DE CARVALHO,VEREADOR,48,NAO
CARANGOLA,APARECIDA FELISBERTO MARQUES,VEREADOR,5,NAO
CARANGOLA,APARECIDA HELENA PRADO DE CARVALHO,VEREADOR,53,NAO
CARANGOLA,ATILA FIALHO DE OLIVEIRA,VEREADOR,203,NAO
CARANGOLA,BRUNA MOURA CRUZ,VEREADOR,8,NAO
CARANGOLA,CAMILA CRUZEIRO DE SOUZA COSTA,VEREADOR,11,NAO
CARANGOLA,CARLOS ALBERTO DA CRUZ LOUREIRO,VEREADOR,394,NAO
CARANGOLA,CARLOS ANTONIO CANDINHO,VEREADOR,812,SIM (2016)
CARANGOLA,CARLOS DOS SANTOS,VEREADOR,18,NAO
CARANGOLA,CARLOS EDUARDO PEIXOTO PEREIRA,VEREADOR,149,NAO
CARANGOLA,CARLOS JAMES BELUZIO,VEREADOR,75,NAO
CARANGOLA,CARLOS SOARES GUIMARÃES,VEREADOR,43,NAO
CARANGOLA,CESAR ROMILDO NUNES DE SOUZA,VEREADOR,26,NAO
CARANGOLA,CLAUDIA APARECIDA RODRIGUES,VEREADOR,55,NAO
CARANGOLA,CLAUDIA COSTA AZEVEDO,VEREADOR,11,NAO
CARANGOLA,CLAUDIO LUCIO DOS SANTOS,VEREADOR,60,NAO
CARANGOLA,CRISTIANE DE PAULA SILVEIRA,VEREADOR,20,NAO
CARANGOLA,DANIELLE TASSARA FROSSARD DE OLIVEIRA,VEREADOR,48,NAO
CARANGOLA,DENISON ROCHA SIQUEIRA,VEREADOR,109,NAO
CARANGOLA,DERCIO ALVES DOS SANTOS,VEREADOR,5,NAO
CARANGOLA,DIEGO FERRAZ VIEIRA,VEREADOR,61,NAO
CARANGOLA,DIEGO TEIXEIRA CANDINHO,VEREADOR,92,NAO
CARANGOLA,DURVAL FERNANDES DA SILVA FILHO,VEREADOR,307,NAO
CARANGOLA,EDI AGUIAR DE OLIVEIRA,VEREADOR,52,NAO
CARANGOLA,EDIMAR GROSSI,VEREADOR,284,NAO
CARANGOLA,EIDER LUCIO MENDONÇA VALENTE,VEREADOR,477,NAO
CARANGOLA,ELIZABETH TAVARES OLIVEIRA PULQUERIO,VEREADOR,142,NAO
CARANGOLA,ENI BERNARDES OLIVEIRA SILVA,VEREADOR,36,NAO
CARANGOLA,ERMELINDA MONTEIRO DE CAIRES,VEREADOR,199,NAO
CARANGOLA,EUGÊNIO DE SOUZA FRAGA SOBRINHO,VEREADOR,29,NAO
CARANGOLA,EVA APARECIDA PEREIRA FERREIRA,VEREADOR,4,NAO
CARANGOLA,FERNANDO CESAR RODRIGUES,VEREADOR,89,NAO
CARANGOLA,FRANCISCO BRUM TOLEDO,VEREADOR,8,NAO
CARANGOLA,FRANCISCO VILETE DORNELAS,VEREADOR,110,NAO
CARANGOLA,GABRIEL COIMBRA OLIVEIRA,VEREADOR,54,NAO
CARANGOLA,GERALDO FERREIRA,VEREADOR,196,NAO
CARANGOLA,GERONIMO LUIZ CARVALHO PETTERSEN,VEREADOR,83,NAO
CARANGOLA,GESO JACINTO,VEREADOR,42,NAO
CARANGOLA,GILBERTO SILVA DE AMORIM,VEREADOR,47,NAO
CARANGOLA,GLEIDE MARIA VIANA DE SOUZA,VEREADOR,18,NAO
CARANGOLA,HUMBERTO CHRISTIAN DE OLIVEIRA,VEREADOR,139,NAO
CARANGOLA,HÉLIA MARIA CARVALHO LIMA,VEREADOR,26,NAO
CARANGOLA,IGOR AGUIAR DE OLIVEIRA,VEREADOR,123,NAO
CARANGOLA,IVAN GABRIEL DE OLIVEIRA,VEREADOR,38,NAO
CARANGOLA,JAIR CÉLIO CRECÊNCIO,VEREADOR,34,NAO
CARANGOLA,JANAINA VIEIRA BASTOS,VEREADOR,16,NAO
CARANGOLA,JANDERSON LUIZ DA SILVA,VEREADOR,243,NAO
CARANGOLA,JOANA D ARC SATURNINO,VEREADOR,26,NAO
CARANGOLA,JOAO DE DEUS FERREIRA DA SILVA,VEREADOR,18,NAO
CARANGOLA,JOEL MAIA DE ABREU,VEREADOR,493,NAO
CARANGOLA,JOEL RODRIGUES VIEIRA,VEREADOR,72,NAO
CARANGOLA,JORGE ALEXANDRE MAXIMIANO,VEREADOR,264,NAO
CARANGOLA,JOSE ANTONIO SOARES,VEREADOR,102,NAO
CARANGOLA,JOSE AUGUSTO DA SILVA FABRICANTE,VEREADOR,23,NAO
CARANGOLA,JOSE EGIDIO SERRY,VEREADOR,65,NAO
CARANGOLA,JOSE JORGE ANICETO,VEREADOR,25,NAO
CARANGOLA,JOSE LINO DE AZEVEDO,VEREADOR,32,NAO
CARANGOLA,JOSE ROBERTO DOS SANTOS,VEREADOR,68,NAO
CARANGOLA,JOSE VALTESIR DE SOUZA,VEREADOR,162,NAO
CARANGOLA,JOSIMERE DA COSTA COELHO,VEREADOR,22,NAO
CARANGOLA,JOSÉ EVANGELISTA DE CARVALHO,VEREADOR,87,NAO
CARANGOLA,JOÃO ANTONIO JACINTO,VEREADOR,42,NAO
CARANGOLA,JUCELIA FONSECA DE OLIVEIRA,VEREADOR,89,NAO
CARANGOLA,JUCELIO JOEL DE ANDRADE JÚNIOR,VEREADOR,112,NAO
CARANGOLA,JUCIMAR ANTONIO REZENDE,VEREADOR,27,NAO
CARANGOLA,JULIA MARIA HASTENREITER DE OLIVEIRA,VEREADOR,18,NAO
CARANGOLA,JULÊNIA MARIA LOPES DA SILVA,VEREADOR,150,NAO
CARANGOLA,LEANDRO DOS SANTOS MOREIRA,VEREADOR,269,NAO
CARANGOLA,LEILA REGINA VECCE VAZ,VEREADOR,39,NAO
CARANGOLA,LUCIANA GONÇALVES FAVA,VEREADOR,64,NAO
CARANGOLA,LUCIANO AMARAL DE SOUZA,VEREADOR,520,NAO
CARANGOLA,LUCIANO APARECIDO PAULINO,VEREADOR,19,NAO
CARANGOLA,LUCIMAR NOGUEIRA BERTOLACE,VEREADOR,7,NAO
CARANGOLA,LUIS AUGUSTO NARCISO,VEREADOR,84,NAO
CARANGOLA,LUIS CARLOS DE ASSIS,VEREADOR,73,NAO
CARANGOLA,LUIZ PERON BRAGA,VEREADOR,60,NAO
CARANGOLA,LUZIA VENTURA ALVES DOS REIS,VEREADOR,8,NAO
CARANGOLA,MANOEL LUIZ MACHADO,VEREADOR,96,NAO
CARANGOLA,MARCELO ELETRO CLEMENTE,VEREADOR,62,NAO
CARANGOLA,MARCELO GOLFETO,VEREADOR,155,NAO
CARANGOLA,MARCELO RIBEIRO DE SOUSA,VEREADOR,43,NAO
CARANGOLA,MARCELO SILVA VITOR AMARAL,VEREADOR,184,NAO
CARANGOLA,MARCIO VIEIRA DA CRUZ,VEREADOR,197,NAO
CARANGOLA,MARCO AURELIO LOMEU,VEREADOR,23,NAO
CARANGOLA,MARCOS JOSE LOPES,VEREADOR,163,NAO
CARANGOLA,MARIA ANTONIA DE BARROS,VEREADOR,16,NAO
CARANGOLA,MARIA EMILIA THOME DE FIGUEIREDO FERNANDES,VEREADOR,101,NAO
CARANGOLA,MARIA HELENA LAVIOLA SOUZA,VEREADOR,9,NAO
CARANGOLA,MARIA HELOISA ALVES CARDOSO,VEREADOR,13,NAO
CARANGOLA,MARIA TEREZINHA RODRIGUES AZEVEDO,VEREADOR,39,NAO
CARANGOLA,MARLI CARDOSO DE LIMA,VEREADOR,25,NAO
CARANGOLA,MARTA NUNES SILVA ALMEIDA,VEREADOR,30,NAO
CARANGOLA,MATUZAEL NANTES NETO,VEREADOR,425,NAO
CARANGOLA,MAURACI PEREIRA DE AMORIM,VEREADOR,46,NAO
CARANGOLA,MAURO MAIA VICENTE,VEREADOR,139,NAO
CARANGOLA,MOACIR RONER DA SILVA,VEREADOR,108,NAO
CARANGOLA,MOACYR SANTANA RABELO,VEREADOR,5,NAO
CARANGOLA,NEIDE DAS DORES SILVA,VEREADOR,25,NAO
CARANGOLA,NEIDER NAGIB CAMPOS SALES,VEREADOR,85,NAO
CARANGOLA,NELCINEIDE VIANA DE AMORIM,VEREADOR,31,NAO
CARANGOLA,OSMAR ANTONIO DA SILVA,VEREADOR,28,NAO
CARANGOLA,OSMAR GONÇALVES ROCHA FILHO,VEREADOR,41,NAO
CARANGOLA,PABLO BAYLÃO PEREIRA,VEREADOR,29,NAO
CARANGOLA,PATRICIA MOURA DOS SANTOS,VEREADOR,8,NAO
CARANGOLA,PAULO JESUS CORREA DIAS,VEREADOR,10,NAO
CARANGOLA,PAULO ROBERTO PAQUIEL,VEREADOR,117,NAO
CARANGOLA,PEDRO PAULO GONÇALVES,VEREADOR,23,NAO
CARANGOLA,PEDRO PAULO GUILHERME,VEREADOR,35,NAO
CARANGOLA,PEDRO SÉRGIO RIBEIRO FERREIRA,VEREADOR,78,NAO
CARANGOLA,RAFAELA VERDEIRO RODRIGUES,VEREADOR,17,NAO
CARANGOLA,REINALDO BALBINO,VEREADOR,110,NAO
CARANGOLA,RENAN LACERDA DA SILVA,VEREADOR,73,NAO
CARANGOLA,RENATA CIRELI DE SOUSA ANGELO,VEREADOR,65,NAO
CARANGOLA,RIVAN VIANA FERREIRA,VEREADOR,470,NAO
CARANGOLA,RODRIGO BELAN SILVA,VEREADOR,74,NAO
CARANGOLA,RODRIGO DE SOUSA LEONI,VEREADOR,96,NAO
CARANGOLA,RODRIGO RIZZ CORREIA,VEREADOR,323,NAO
CARANGOLA,ROGERIO NUNES DE SOUSA,VEREADOR,27,NAO
CARANGOLA,ROMULO GONÇALVES FERREIRA,VEREADOR,47,NAO
CARANGOLA,RONALDO RAMOS DA SILVEIRA,VEREADOR,284,NAO
CARANGOLA,ROSA MARIA MACHADO SILVA,VEREADOR,60,NAO
CARANGOLA,ROSANGELA APARECIDA DE SOUZA,VEREADOR,5,NAO
CARANGOLA,ROSILENE CHENGUI DOS SANTOS,VEREADOR,34,NAO
CARANGOLA,ROSIMERI DE ARAUJO,VEREADOR,61,NAO
CARANGOLA,ROZANGELA MARIA PEDROSA CARVALHO,VEREADOR,70,NAO
CARANGOLA,SANDERSON SOUZA RIBEIRO,VEREADOR,321,NAO
CARANGOLA,SEBASTIÃO CARRARA DA ROCHA,VEREADOR,468,NAO
CARANGOLA,SEBASTIÃO FERREIRA MENDES,VEREADOR,27,NAO
CARANGOLA,SEBASTIÃO GONÇALVES RAMOS,VEREADOR,20,NAO
CARANGOLA,SEBASTIÃO GREGORIO RIBEIRO,VEREADOR,23,NAO
CARANGOLA,SEBASTIÃO NUNES DE OLIVEIRA,VEREADOR,134,NAO
CARANGOLA,SEBASTIÃO SOBRINHO DE SOUZA,VEREADOR,283,NAO
CARANGOLA,SERGIO LUIZ AMORIM DA SILVA,VEREADOR,97,NAO
CARANGOLA,SHIRLEY DE OLIVEIRA SILVA,VEREADOR,6,NAO
CARANGOLA,SIDNEI LAGAIS PACHECO,VEREADOR,91,NAO
CARANGOLA,SIDNEY BRAZ NOVAIS GOMES,VEREADOR,210,NAO
CARANGOLA,SIDNEY BRUM,VEREADOR,81,NAO
CARANGOLA,SILVANA CRISTINA DE OLIVEIRA,VEREADOR,1,NAO
CARANGOLA,THULIO IMBELONI MATTOS,VEREADOR,400,NAO
CARANGOLA,TIAGO COSTA CHEMP,VEREADOR,41,NAO
CARANGOLA,VAGNER DE SOUZA PINHEIRO,VEREADOR,23,NAO
CARANGOLA,VALTENCIR AMARO ALVES,VEREADOR,72,NAO
CARANGOLA,VANDA MARIA DA SILVA,VEREADOR,47,NAO
CARANGOLA,VIVIANE AMORIM SILVA,VEREADOR,3,NAO
CARANGOLA,WAGNER CASTELANI,VEREADOR,127,NAO
CARANGOLA,WANDERLI LEMOS,VEREADOR,314,NAO
CARANGOLA,WANDERSON EFIGENIO VIDAURRE,VEREADOR,45,NAO
CARATINGA,ADALTON DE LIMA,VEREADOR,26,NAO
CARATINGA,ADELISIO GOMES RAMINHO,VEREADOR,186,NAO
CARATINGA,ADRIANA APARECIDA BATISTA,VEREADOR,5,NAO
CARATINGA,ADRIANA ESMAEL DA SILVA,VEREADOR,3,NAO
CARATINGA,ADRIANO HENRIQUES DA FONSECA,VEREADOR,102,NAO
CARATINGA,AGOSTINHO JACINTO DE OLIVEIRA,VEREADOR,122,NAO
CARATINGA,ALEXANDRA PATRICIA DE SALES,VEREADOR,20,NAO
CARATINGA,ALEXANDRE CAETANO DOS PASSOS ROSA,VEREADOR,98,NAO
CARATINGA,ALEXANDRE DE MELO PEREIRA,VEREADOR,40,NAO
CARATINGA,ALTAIR CAMARGO JANUARIO,VEREADOR,406,NAO
CARATINGA,ALTAIR SOARES DA SILVEIRA,VEREADOR,552,NAO
CARATINGA,ALUISIO MOTTA PALHARES,VEREADOR,474,NAO
CARATINGA,ALZIRA MARIA CORREA E SILVA,VEREADOR,13,NAO
CARATINGA,ANA LUISA DA SILVA NEVES,VEREADOR,22,NAO
CARATINGA,ANA MARIA DE OLIVEIRA,VEREADOR,18,NAO
CARATINGA,ANDREA PEREIRA ANDRADE SOUSA,VEREADOR,5,NAO
CARATINGA,ANDREIA BATISTA CAZARIM,VEREADOR,49,NAO
CARATINGA,ANDREZA MIRANDA LOPES,VEREADOR,9,NAO
CARATINGA,ANGELA DE LOURDES DO CARMO,VEREADOR,39,NAO
CARATINGA,ANTONIO JOSE DUARTE FILHO,VEREADOR,30,NAO
CARATINGA,ANTONIO PAULO DE SOUSA,VEREADOR,5,NAO
CARATINGA,ARAO CARLOS DE OLIVEIRA,VEREADOR,228,NAO
CARATINGA,ARCANJO JOSE MOREIRA,VEREADOR,43,NAO
CARATINGA,ARISTEU BATISTA BALTAZAR,VEREADOR,6,NAO
CARATINGA,CAIO EDUARDO DE FARIA PEREIRA,VEREADOR,127,NAO
CARATINGA,CARLINDO IZIDORO GONÇALVES,VEREADOR,496,NAO
CARATINGA,CARLOS HENRIQUE DA SILVA,VEREADOR,12,NAO
CARATINGA,CARLOS ROBERTO CAMPOS,VEREADOR,18,NAO
CARATINGA,CHARLES DE OLIVEIRA BOMFIM,VEREADOR,137,NAO
CARATINGA,CLAUDIA RODRIGUES VIEIRA,VEREADOR,7,NAO
CARATINGA,CLAUDILENE APARECIDA ALVES DAMASCENO OLIVEIRA,VEREADOR,356,NAO
CARATINGA,CLAUSIANO PEIXOTO LOURENCO,VEREADOR,138,NAO
CARATINGA,CLEBER ALVES DOS SANTOS,VEREADOR,544,NAO
CARATINGA,CLEBER BENTO PEREIRA,VEREADOR,30,NAO
CARATINGA,CLEBER FELISBERTO DA SILVA,VEREADOR,212,NAO
CARATINGA,CLEIDER COSTA DE MEDEIROS,VEREADOR,769,NAO
CARATINGA,CLEON COMINI COELHO,VEREADOR,1139,SIM (2016)
CARATINGA,CLOVES JOSE RODRIGUES,VEREADOR,67,NAO
CARATINGA,CRISTIANO COSME BARBOZA,VEREADOR,18,NAO
CARATINGA,DAIANI MARIA DE SOUSA BARBOSA,VEREADOR,1,NAO
CARATINGA,DAMIANY ZEM EL DIME FERREIRA,VEREADOR,92,NAO
CARATINGA,DARCY MOREIRA RAMOS,VEREADOR,50,NAO
CARATINGA,DENIS GUTEMBERG AUGUSTO DE FARIA,VEREADOR,545,NAO
CARATINGA,DEUSMIRA RODRIGUES,VEREADOR,74,NAO
CARATINGA,DIEGO DE OLIVEIRA SILVA,VEREADOR,486,NAO
CARATINGA,EDMAR DE FARIA ZEFERINO,VEREADOR,93,NAO
CARATINGA,EDSON DE ASSIS ROCHA,VEREADOR,23,NAO
CARATINGA,EDSON DE OLIVEIRA EDINHO FERRAMENTA CUNHA,VEREADOR,289,NAO
CARATINGA,EDSON FERREIRA DO AMARAL,VEREADOR,70,NAO
CARATINGA,EDUARDO CAMPOS GREGORIO,VEREADOR,35,NAO
CARATINGA,EDVANE CORREA DE FREITAS,VEREADOR,2,NAO
CARATINGA,EDVONIO MARTINS DE SOUSA,VEREADOR,180,NAO
CARATINGA,ELCIO ROBERTO MOURA,VEREADOR,123,NAO
CARATINGA,ELIAS JOSE DE OLIVEIRA,VEREADOR,287,NAO
CARATINGA,ELIENAI CABRAL DA ROCHA,VEREADOR,175,NAO
CARATINGA,ELISANGELA FERRAZ DE OLIVEIRA SANTIAGO,VEREADOR,53,NAO
CARATINGA,ELISEU BOMFA SANTOS,VEREADOR,207,NAO
CARATINGA,ELISEU DO NASCIMENTO,VEREADOR,3,NAO
CARATINGA,ELIZETE CARLOTA,VEREADOR,23,NAO
CARATINGA,ELMA FERNANDES LOPES ABRAHÃO,VEREADOR,11,NAO
CARATINGA,ELSIMAR FERREIRA DE FREITAS,VEREADOR,33,NAO
CARATINGA,ELZO MARTINS DE FREITAS LOPES,VEREADOR,70,NAO
CARATINGA,EMERSON DA SILVA MATOS,VEREADOR,280,NAO
CARATINGA,ENEAS LEANDRO DE SOUZA,VEREADOR,90,NAO
CARATINGA,ERNANE JOSE DO NASCIMENTO,VEREADOR,87,NAO
CARATINGA,ERSEDINA APARECIDA DE SOUZA,VEREADOR,50,NAO
CARATINGA,EUDES TEIXEIRA DE LIMA,VEREADOR,59,NAO
CARATINGA,EUGENIO RIBEIRO DA SILVA,VEREADOR,382,NAO
CARATINGA,EVA MARIA FERREIRA,VEREADOR,484,NAO
CARATINGA,EVARISTO HOSTE DE MOURA,VEREADOR,11,NAO
CARATINGA,EXPEDITO JOSE DE SOUZA,VEREADOR,318,NAO
CARATINGA,FABRICIO LUIZ AGUILAR,VEREADOR,81,NAO
CARATINGA,FERNANDO HENRIQUE QUINTAO DE OLIVEIRA,VEREADOR,44,NAO
CARATINGA,FLAVIO GREGORIO DA SILVA,VEREADOR,116,NAO
CARATINGA,FRANCIS JUNIOR RAMOS MOREIRA,VEREADOR,114,NAO
CARATINGA,FRANCISCO DE OLIVEIRA GOMES,VEREADOR,94,NAO
CARATINGA,FRANCISCO LAZARINO COSTA,VEREADOR,10,NAO
CARATINGA,GEOVANE DE FREITAS MOURA,VEREADOR,99,NAO
CARATINGA,GERALDA MAFRA SILVERIO,VEREADOR,3,NAO
CARATINGA,GERALDO ALVES CORREA,VEREADOR,261,NAO
CARATINGA,GERALDO AUGUSTO ALVES,VEREADOR,104,NAO
CARATINGA,GERALDO JOAQUIM SABINO,VEREADOR,271,NAO
CARATINGA,GERALDO MAGELA DE BRITTO,VEREADOR,174,NAO
CARATINGA,GILBERTO RAUL DE MOURA,VEREADOR,46,NAO
CARATINGA,GILSON DA COSTA ESMAEL,VEREADOR,225,NAO
CARATINGA,GILSON RIBEIRO PENA,VEREADOR,355,NAO
CARATINGA,GRIMALDO DE FREITAS BORGES,VEREADOR,63,NAO
CARATINGA,HERMILTON VICENTE DOS SANTOS,VEREADOR,161,NAO
CARATINGA,IDIOCESIO GARCIA DE ALMEIDA,VEREADOR,76,NAO
CARATINGA,ILAHENE MARIA BATISTA,VEREADOR,303,NAO
CARATINGA,INDIARA IMACULADA GONÇALVES DE OLIVEIRA,VEREADOR,31,NAO
CARATINGA,ISAIAS DE FREITAS BORGES,VEREADOR,80,NAO
CARATINGA,ISAIAS GRIGORIO CORREA,VEREADOR,60,NAO
CARATINGA,ITAMAR PEDRO DE MELO,VEREADOR,21,NAO
CARATINGA,JANIO GABRIEL LOPES,VEREADOR,95,NAO
CARATINGA,JAQUELINE ALVES PEREIRA,VEREADOR,32,NAO
CARATINGA,JAYNE SOARES CAMILO,VEREADOR,55,NAO
CARATINGA,JEAN CARLOS FERREIRA OLIVEIRA,VEREADOR,29,NAO
CARATINGA,JEROBOAO DE SOUZA LIMA,VEREADOR,85,NAO
CARATINGA,JESSICA CRISTINA PINTO,VEREADOR,1,NAO
CARATINGA,JESSICA MARTINS PEREIRA,VEREADOR,15,NAO
CARATINGA,JOANA DARC BRUNO DA SILVA,VEREADOR,6,NAO
CARATINGA,JOANES MARTINS DA SILVEIRA,VEREADOR,207,NAO
CARATINGA,JOAO ALVES ZACARIAS,VEREADOR,335,NAO
CARATINGA,JOAO BARBOSA DA SILVA,VEREADOR,368,NAO
CARATINGA,JOAO BATISTA DA SILVA,VEREADOR,66,NAO
CARATINGA,JOAO BATISTA DA SILVA FREITAS,VEREADOR,204,NAO
CARATINGA,JOAO BATISTA FERREIRA DA ROCHA,VEREADOR,128,NAO
CARATINGA,JOAO DE FREITAS FIDELIS,VEREADOR,271,NAO
CARATINGA,JOAO LEVINDO DE FARIA,VEREADOR,445,NAO
CARATINGA,JOAO LOURENÇO DOS SANTOS,VEREADOR,109,NAO
CARATINGA,JOAO PAULO ROCHA,VEREADOR,73,NAO
CARATINGA,JOAO PAULO RODRIGUES BRAMUSSE,VEREADOR,278,NAO
CARATINGA,JOAO ROBERTO LEODORO,VEREADOR,668,NAO
CARATINGA,JOAO VERGILIO GOMES,VEREADOR,7,NAO
CARATINGA,JOAQUIM JOSE DA SILVA RODRIGUES,VEREADOR,16,NAO
CARATINGA,JOAQUIM XAVIER DE SOUZA,VEREADOR,13,NAO
CARATINGA,JOHNY CLAUDY FERNANDES,VEREADOR,784,NAO
CARATINGA,JORGE ANTONIO MOREIRA,VEREADOR,72,NAO
CARATINGA,JORGE DANILO DE ARAUJO,VEREADOR,154,NAO
CARATINGA,JOSE ALVARO DORNELAS,VEREADOR,152,NAO
CARATINGA,JOSE AVELINO BAHIA,VEREADOR,163,NAO
CARATINGA,JOSE BRAZ DE SOUZA,VEREADOR,98,NAO
CARATINGA,JOSE CAETANO RODRIGUES CALAIS,VEREADOR,15,NAO
CARATINGA,JOSE CORDEIRO DE OLIVEIRA,VEREADOR,846,NAO
CARATINGA,JOSE DIMAS DE VASCONCELOS,VEREADOR,13,NAO
CARATINGA,JOSE EUSTAQUIO DA SILVA,VEREADOR,63,NAO
CARATINGA,JOSE FLORENTINO DA SILVEIRA,VEREADOR,16,NAO
CARATINGA,JOSE GERALDO CRISTINO,VEREADOR,32,NAO
CARATINGA,JOSE MARCIO LOPES DE FARIA,VEREADOR,55,NAO
CARATINGA,JOSE MARIA VICENTE,VEREADOR,336,NAO
CARATINGA,JOSE MARTINS DE OLIVEIRA,VEREADOR,32,NAO
CARATINGA,JOSE PEREIRA PESSOA,VEREADOR,53,NAO
CARATINGA,JOSE RAYMUNDO MIRANDA,VEREADOR,113,NAO
CARATINGA,JOSE RONALDO DE ANDRADE,VEREADOR,375,NAO
