NM_MUNICIPIO,NM_VOTAVEL,DS_CARGO,QT_VOTOS,ELEITO
CONCEIÇÃO DO RIO VERDE,PEDRO PAULO,PREFEITO,3683,SIM (2020)
CONCEIÇÃO DOS OUROS,JOSE JOAQUIM AFONSO,PREFEITO,3109,NAO
CONCEIÇÃO DOS OUROS,LUÍS FERNANDO ROSA DE CASTRO,PREFEITO,3925,SIM (2020)
CONFINS,CELSO ANTÔNIO DA SILVA,PREFEITO,1134,NAO
CONFINS,GERALDO GONÇALVES DOS SANTOS,PREFEITO,1895,SIM (2020)
CONFINS,JOAO BATISTA DA SILVA,PREFEITO,6,SIM (2020)
CONFINS,MARCO AURELIO MOREIRA TRINDADE,PREFEITO,427,NAO
CONFINS,VALDIR TEIXEIRA JUNIOR,PREFEITO,1862,NAO
CONGONHAL,MOISÉS FERREIRA VAZ,PREFEITO,3862,SIM (2020)
CONGONHAL,SEBASTIÃO LÚCIO DOS SANTOS,PREFEITO,3748,NAO
CONGONHAS,ANDERSON COSTA CABIDO,PREFEITO,9743,NAO
CONGONHAS,CHRISTIAN ELIZANDRO SOUZA COSTA,PREFEITO,8878,NAO
CONGONHAS,CLÁUDIO ANTÔNIO DE SOUZA,PREFEITO,11158,SIM (2020)
CONGONHAS,DIVINO ROSA DE OLIVEIRA,PREFEITO,174,NAO
CONGONHAS,EMIR MARZANO RIBEIRO,PREFEITO,1235,NAO
CONGONHAS,EUSTAQUIO MIGUEL DIAS,PREFEITO,259,NAO
CONGONHAS,RAFAEL RIBEIRO DE ÁVILA,PREFEITO,159,NAO
CONGONHAS DO NORTE,FABRICIO APARECIDO OTONI,PREFEITO,1680,SIM (2020)
CONGONHAS DO NORTE,RICARDO QUEIROZ REIS,PREFEITO,1160,NAO
CONQUISTA,BRAULIO QUEIROGA DE MOURA FILHO,PREFEITO,1513,NAO
CONQUISTA,TARCIZIO HENRIQUE ZAGO,PREFEITO,1470,NAO
CONQUISTA,VÉRA LÚCIA GUARDIEIRO,PREFEITO,1538,SIM (2020)
CONSELHEIRO LAFAIETE,ALOISIO DE REZENDE,PREFEITO,7281,NAO
CONSELHEIRO LAFAIETE,ALVARO FERNANDO AVILA DE SOUZA,PREFEITO,4975,NAO
CONSELHEIRO LAFAIETE,CLEBER MUCIO MORAIS,PREFEITO,2126,NAO
CONSELHEIRO LAFAIETE,DIVINO PEREIRA,PREFEITO,12107,NAO
CONSELHEIRO LAFAIETE,JOSÉ RICARDO SÍRIO,PREFEITO,688,NAO
CONSELHEIRO LAFAIETE,MÁRIO MARCUS LEÃO DUTRA,PREFEITO,27000,SIM (2020)
CONSELHEIRO LAFAIETE,NEUZA APARECIDA FERREIRA ALVES,PREFEITO,6014,NAO
CONSELHEIRO LAFAIETE,TALYSSON AMARILIO DE ANDRADE ZEBRAL,PREFEITO,536,NAO
CONSELHEIRO PENA,ERMÍNIO TON,PREFEITO,3343,NAO
CONSELHEIRO PENA,NADIA FILOMENA DUTRA FRANCA,PREFEITO,3910,SIM (2020)
CONSELHEIRO PENA,OZIAS ANDRADE,PREFEITO,1369,NAO
CONSELHEIRO PENA,ROBERTO BALBINO DE OLIVEIRA,PREFEITO,3269,NAO
CONSOLAÇÃO,ROGILSON APARECIDO MARQUES NOGUEIRA,PREFEITO,1224,SIM (2020)
CONTAGEM,ALFREDO CARDOSO TEIXEIRA FILHO,PREFEITO,1657,NAO
CONTAGEM,ANTONIO DE SALLES FIUZA GOMES,PREFEITO,3157,NAO
CONTAGEM,CARLOS EDUARDO BRAGA MENEZES,PREFEITO,5790,NAO
CONTAGEM,DULCE JOANE SOUSA MONTE,PREFEITO,640,NAO
CONTAGEM,FELIPE MAURICIO SALIBA DE SOUZA,PREFEITO,52371,NAO
CONTAGEM,IRANI ALVEAR SARAIVA,PREFEITO,7489,NAO
CONTAGEM,IRINEU INÁCIO DA SILVA,PREFEITO,11271,NAO
CONTAGEM,IVAYR NUNES SOALHEIRO,PREFEITO,14162,NAO
CONTAGEM,LINDOMAR GOMES DA SILVA,PREFEITO,2029,NAO
CONTAGEM,MARIA LUCIA GUEDES VIEIRA,PREFEITO,2129,NAO
CONTAGEM,MARÍLIA APARECIDA CAMPOS,PREFEITO,118955,SIM (2020)
CONTAGEM,MÁRCIO ALMEIDA BERNARDINO,PREFEITO,13134,NAO
CONTAGEM,SEBASTIÃO DE OLIVEIRA PESSOA,PREFEITO,64,NAO
CONTAGEM,WELLINGTON DE SOUZA SILVEIRA,PREFEITO,11458,NAO
CONTAGEM,WELLINGTON MOREIRA LAMY,PREFEITO,40069,NAO
COQUEIRAL,JOÃO GUALBERTO ROSA FILHO,PREFEITO,1272,NAO
COQUEIRAL,ROSSANO DE OLIVEIRA,PREFEITO,4281,SIM (2020)
CORAÇÃO DE JESUS,ANTONIO CORDEIRO DE FARIA JUNIOR,PREFEITO,4579,NAO
CORAÇÃO DE JESUS,JOSÉ TARCÍSIO ROCHA,PREFEITO,110,NAO
CORAÇÃO DE JESUS,LARISSA SALLES LAFETÁ,PREFEITO,4603,NAO
CORAÇÃO DE JESUS,ROBSON ADALBERTO MOTA DIAS,PREFEITO,5507,SIM (2020)
CORAÇÃO DE JESUS,ULIANA ALMEIDA PRATES,PREFEITO,705,NAO
CORDISBURGO,ALEXANDRE MANOEL DOS SANTOS SANT ANNA JUNIOR,PREFEITO,618,NAO
CORDISBURGO,JOSÉ MAURÍCIO GOMES,PREFEITO,2574,SIM (2020)
CORDISBURGO,LAWRENCE GIOVANNI TROMBINI COSTA,PREFEITO,2320,NAO
CORDISLÂNDIA,JOSE ODAIR DA SILVA,PREFEITO,1201,SIM (2020)
CORDISLÂNDIA,MARLENE MONTEIRO DE OLIVEIRA PEREIRA,PREFEITO,955,NAO
CORDISLÂNDIA,MICHAEL FELIPE PEREIRA,PREFEITO,138,NAO
CORINTO,CELIO DE CASSIO MOREIRA,PREFEITO,4441,NAO
CORINTO,EVALDO PAULO DOS REIS,PREFEITO,8438,SIM (2020)
CORINTO,JANUZIA PEREIRA LELIS TESTA,PREFEITO,520,NAO
CORINTO,LUIZ ERNESTO MOREIRA DELUCCA,PREFEITO,138,NAO
COROACI,ALBIS JOSE DE OLIVEIRA,PREFEITO,62,NAO
COROACI,ANDRÉ COSTA GONÇALVES,PREFEITO,2605,NAO
COROACI,EMERSON DE CARVALHO ANDRADE,PREFEITO,3920,SIM (2020)
COROACI,NIVALDO RODRIGUES COELHO,PREFEITO,62,NAO
COROMANDEL,FERNANDO BRENO VALADARES VIEIRA,PREFEITO,6905,SIM (2020)
COROMANDEL,OSMAR MARTINS BORGES,PREFEITO,6255,NAO
COROMANDEL,ROGÉRIO RODRIGUES DA SILVA,PREFEITO,4850,NAO
CORONEL FABRICIANO,DIONISIO ALVES BARREIROS JUNIOR,PREFEITO,1159,NAO
CORONEL FABRICIANO,EZIO GUILHERME DA SILVA,PREFEITO,392,NAO
CORONEL FABRICIANO,JOSÉ GREGÓRIO DE PAIVA NETO,PREFEITO,1390,NAO
CORONEL FABRICIANO,MARCOS DA LUZ EVANGELISTA LIMA MARTINS,PREFEITO,5706,NAO
CORONEL FABRICIANO,MARCOS VINICIUS DA SILVA BIZARRO,PREFEITO,46060,SIM (2020)
CORONEL FABRICIANO,TEREZINHA ELOI DA SILVA SOUZA,PREFEITO,287,NAO
CORONEL MURTA,AMARILES SANTOS LIMA,PREFEITO,2317,NAO
CORONEL MURTA,JOSÉ AILTON FREIRE JARDIM,PREFEITO,3147,SIM (2020)
CORONEL MURTA,WALDEIR CARDOSO DOS SANTOS,PREFEITO,243,NAO
CORONEL PACHECO,CARLA CAROLINA FERREIRA DE OLIVEIRA RIBEIRO,PREFEITO,356,NAO
CORONEL PACHECO,EDELSON SEBASTIAO FERNANDES MEIRELLES,PREFEITO,635,NAO
CORONEL PACHECO,FAUSTO SOARES,PREFEITO,290,NAO
CORONEL PACHECO,JOAQUIM ELESBÃO MEIRELES,PREFEITO,382,NAO
CORONEL PACHECO,LEANDRO GERALDO FERREIRA,PREFEITO,83,NAO
CORONEL PACHECO,MARCOS AURÉLIO VALÉRIO VENÂNCIO,PREFEITO,676,SIM (2020)
CORONEL XAVIER CHAVES,FÚVIO OLÍMPIO DE OLIVEIRA PINTO,PREFEITO,1329,SIM (2020)
COUTO DE MAGALHÃES DE MINAS,JEOVA FIGUEIREDO SOUZA,PREFEITO,405,NAO
COUTO DE MAGALHÃES DE MINAS,JOSE MARCOS ALVES GUIMARÃES,PREFEITO,1162,NAO
COUTO DE MAGALHÃES DE MINAS,JOSÉ EDUARDO DE PAULA RABELO,PREFEITO,1216,SIM (2020)
CRISTAIS,ATANAEL DOS SANTOS,PREFEITO,2835,NAO
CRISTAIS,DJALMA FRANCISCO CARVALHO,PREFEITO,3398,SIM (2020)
CRISTIANO OTONI,BRENO DE OLIVEIRA DUTRA BAETA,PREFEITO,1097,NAO
CRISTIANO OTONI,CARLOS ROBERTO DE REZENDE,PREFEITO,1748,SIM (2020)
CRISTIANO OTONI,JOSÉ ÉLCIO DE REZENDE,PREFEITO,507,NAO
CRISTINA,ADEMIR FERRAZ CAMPOS,PREFEITO,145,NAO
CRISTINA,LUIZ DARCIO PEREIRA,PREFEITO,2369,NAO
CRISTINA,RICARDO PEREIRA AZEVEDO,PREFEITO,3530,SIM (2020)
CRISTÁLIA,CARLOS GOMES DA COSTA,PREFEITO,65,NAO
CRISTÁLIA,EDSON SANTOS ALBUQUERQUE,PREFEITO,1868,NAO
CRISTÁLIA,JAIRO DE MATOS BORGES JUNIO,PREFEITO,1973,SIM (2020)
CRISÓLITA,ADERLANDE MOREIRA VILELA,PREFEITO,1479,NAO
CRISÓLITA,RONALDO COSTA FARIAS,PREFEITO,2143,SIM (2020)
CRUCILÂNDIA,CHARLES COSTA REZENDE,PREFEITO,1530,NAO
CRUCILÂNDIA,ILAERSON FERREIRA DE SOUZA,PREFEITO,2711,SIM (2020)
CRUZEIRO DA FORTALEZA,AGNALDO FERREIRA DA SILVA,PREFEITO,1994,SIM (2020)
CRUZEIRO DA FORTALEZA,FERNANDO ALVARENGA FERREIRA,PREFEITO,1553,NAO
CRUZÍLIA,ANDRIELLE DE SOUZA PEREIRA,PREFEITO,2260,NAO
CRUZÍLIA,ANTONIO JOSE BATISTA DE SOUZA,PREFEITO,3204,NAO
CRUZÍLIA,JOSÉ CARLOS MACIEL DE ALCKMIN,PREFEITO,3540,SIM (2020)
CUPARAQUE,MAXWELL MONTEIRO DA SILVA,PREFEITO,1416,NAO
CUPARAQUE,ROGÉRIO VICENTE MENDES,PREFEITO,1919,SIM (2020)
CURRAL DE DENTRO,ADAILDO ROCHA MOREIRA,PREFEITO,2458,SIM (2020)
CURRAL DE DENTRO,SEBASTIÃO ALVES DOS SANTOS,PREFEITO,2285,NAO
CURVELO,DANILO SANTOS XAVIER GUIMARAES,PREFEITO,12707,NAO
CURVELO,GERALDO MOREIRA DA COSTA FILHO,PREFEITO,484,NAO
CURVELO,LUIZ PAULO GLORIA GUIMARAES,PREFEITO,15389,SIM (2020)
CURVELO,MARCOS DUPIM MATTOSO,PREFEITO,11080,NAO
CÁSSIA,CEZAR SOUSA VILELA,PREFEITO,144,NAO
CÁSSIA,FERNANDO FERREIRA DOS SANTOS,PREFEITO,2609,NAO
CÁSSIA,MARCO LEANDRO ALMEIDA ARANTES,PREFEITO,302,NAO
CÁSSIA,PEDRO BERNARDINO DA COSTA,PREFEITO,253,NAO
CÁSSIA,ROBERTO LEMOS FERNANDES,PREFEITO,321,NAO
CÁSSIA,RÊMULO CARVALHO PINTO,PREFEITO,4846,SIM (2020)
CÁSSIA,SEBASTIAO EUSTAQUIO DA SILVA,PREFEITO,1231,NAO
CÓRREGO DANTA,EDNEI MARTINS DE MATOS,PREFEITO,1421,SIM (2020)
CÓRREGO DANTA,RINALDO CAXIAS FONSECA,PREFEITO,1030,NAO
CÓRREGO DO BOM JESUS,ELIANA DE FATIMA ALVES E SILVA,PREFEITO,1840,SIM (2020)
CÓRREGO DO BOM JESUS,MILTON CARLOS DE ALVARENGA,PREFEITO,1448,NAO
CÓRREGO FUNDO,DANILO OLIVEIRA CAMPOS,PREFEITO,2450,SIM (2020)
CÓRREGO FUNDO,VALDIR GERALDO DE FARIA,PREFEITO,1557,NAO
CÓRREGO FUNDO,ÉRICA MARIA LEÃO COSTA,PREFEITO,312,NAO
CÓRREGO NOVO,EDER FRAGOSO DE SOUZA,PREFEITO,1648,SIM (2020)
CÓRREGO NOVO,ELON DE OLIVEIRA FERRARI,PREFEITO,1333,NAO
CÔNEGO MARINHO,AGIDÊ ALVES SANTANA,PREFEITO,2561,SIM (2020)
CÔNEGO MARINHO,CLORISVAN LIMA MADUREIRA,PREFEITO,1892,NAO
CÔNEGO MARINHO,JUAREZ LOPES CORREA,PREFEITO,140,NAO
DATAS,JEAN KARLLO DE ARAUJO,PREFEITO,1787,NAO
DATAS,JEREMIAS XAVIER,PREFEITO,215,NAO
DATAS,NARLISSON DE JESUS MARTINS,PREFEITO,1829,SIM (2020)
DELFIM MOREIRA,EDILBERTO MARQUES DA CRUZ,PREFEITO,4335,SIM (2020)
DELFIM MOREIRA,SÉRGIO EDUARDO DE OLIVEIRA MOREIRA,PREFEITO,707,NAO
DELFINÓPOLIS,FABIANO MARTINS CUNHA,PREFEITO,813,NAO
DELFINÓPOLIS,JOSE GERALDO FRANCO MARTINS,PREFEITO,1674,NAO
DELFINÓPOLIS,SUELY ALVES FERREIRA LEMOS,PREFEITO,2410,SIM (2020)
DELTA,MARCOS ROBERTO ESTEVAM,PREFEITO,4093,SIM (2020)
DESCOBERTO,CARLOS ALBERTO GONÇALVES MENDONÇA,PREFEITO,1333,NAO
DESCOBERTO,MARCOS DE ARAUJO LIMA,PREFEITO,2188,SIM (2020)
DESTERRO DE ENTRE RIOS,GILSON JOSE DINIZ COELHO,PREFEITO,39,NAO
DESTERRO DE ENTRE RIOS,GILVAN VIEIRA DE ARRUDA,PREFEITO,179,NAO
DESTERRO DE ENTRE RIOS,LUCAS ANTONIO DE MORAIS,PREFEITO,160,NAO
DESTERRO DE ENTRE RIOS,MOCRACIO JOSÉ RIBEIRO,PREFEITO,1931,NAO
DESTERRO DE ENTRE RIOS,WAGNO ALMEIDA DUARTE,PREFEITO,2469,SIM (2020)
DESTERRO DO MELO,EDIMAR COELHO DA SILVA,PREFEITO,1504,NAO
DESTERRO DO MELO,MAYARA GARCIA LOPES DA SILVA TAFURI,PREFEITO,1522,SIM (2020)
DIAMANTINA,JUSCELINO BRASILIANO ROQUE,PREFEITO,19139,SIM (2020)
DIAMANTINA,ROSIMERE PEREIRA LIMA,PREFEITO,5156,NAO
DIOGO DE VASCONCELOS,DOMINGOS ANTUNES DE FREITAS,PREFEITO,2242,SIM (2020)
DIONÍSIO,FRANCISCO CASTRO SOUZA FILHO,PREFEITO,3165,SIM (2020)
DIONÍSIO,HERMES FREITAS DA COSTA,PREFEITO,1873,NAO
DIVINO,ADEILTON DE SOUZA LIMA,PREFEITO,4769,NAO
DIVINO,MAURI VENTURA DO CARMO,PREFEITO,6204,SIM (2020)
DIVINO DAS LARANJEIRAS,HAILTON VIEIRA DA SILVEIRA FILHO,PREFEITO,1801,NAO
DIVINO DAS LARANJEIRAS,ROMILSON ALVES,PREFEITO,1935,SIM (2020)
DIVINOLÂNDIA DE MINAS,FLAVIANO NAZARENO ASSUNÇÃO DO CARMO,PREFEITO,1125,NAO
DIVINOLÂNDIA DE MINAS,JOSÉ MARIA DE SOUSA PIMENTA,PREFEITO,1478,NAO
DIVINOLÂNDIA DE MINAS,RODRIGO MAGALHÃES COELHO,PREFEITO,1825,SIM (2020)
DIVINÉSIA,CIRLEI ELIZABETE DE FREITAS,PREFEITO,1779,SIM (2020)
DIVINÉSIA,RONALDO JOSE ALVES DA SILVEIRA,PREFEITO,1272,NAO
DIVINÉSIA,TARCISIO JUNIOR ALVES,PREFEITO,712,NAO
DIVINÓPOLIS,ELTON GERALDO TAVARES,PREFEITO,5489,NAO
DIVINÓPOLIS,FABIANO GALLETTI TOLENTINO,PREFEITO,29391,NAO
DIVINÓPOLIS,GALILEU TEIXEIRA MACHADO,PREFEITO,4674,NAO
DIVINÓPOLIS,GLEIDSON GONTIJO DE AZEVEDO,PREFEITO,38566,SIM (2020)
DIVINÓPOLIS,IRIS CRISTINA DA SILVA MOREIRA,PREFEITO,922,NAO
DIVINÓPOLIS,LAIZ SOARES,PREFEITO,21514,NAO
DIVINÓPOLIS,MARCOS VINICIUS PEREIRA,PREFEITO,5913,NAO
DIVINÓPOLIS,MARIA HELENA ARAÚJO,PREFEITO,2717,NAO
DIVINÓPOLIS,WILLIAN BUENO E SILVA,PREFEITO,3235,NAO
DIVISA ALEGRE,ADEMIR ALVES,PREFEITO,4723,SIM (2020)
DIVISA ALEGRE,GERSON MATOS PEREIRA,PREFEITO,121,NAO
DIVISA ALEGRE,MARIA APARECIDA FERRAZ SPOSITO,PREFEITO,656,NAO
DIVISA ALEGRE,PATRYCK EDERSON DE FIGUEIREDO BAHIA,PREFEITO,3089,NAO
DIVISA ALEGRE,PAULO FABIO LOPES COSTA,PREFEITO,80,NAO
DIVISA ALEGRE,REINILDA PEREIRA DE SOUSA E SILVA,PREFEITO,1883,NAO
DIVISA NOVA,JOSE LUIZ DE FIGUEIREDO,PREFEITO,2551,SIM (2020)
DIVISA NOVA,MARCOS ROGERIO PEREIRA,PREFEITO,1047,NAO
DIVISÓPOLIS,ARNALDO DIAS DE ALMEIDA,PREFEITO,58,NAO
DIVISÓPOLIS,DIEGO COSTA MEIRELES,PREFEITO,250,NAO
DIVISÓPOLIS,EUDER DE LIMA ROSEMBERG MENDES,PREFEITO,2616,SIM (2020)
DIVISÓPOLIS,EUVALDO GOBIRA ALVES,PREFEITO,2142,NAO
DOM BOSCO,IRAMAIA MARIA CORDEIRO DE ALMEIDA,PREFEITO,1254,NAO
DOM BOSCO,IZAIAS LUIZ CASSIMIRO,PREFEITO,20,NAO
DOM BOSCO,JOÃO PAULO DA SILVA,PREFEITO,237,NAO
DOM BOSCO,NELSON PEREIRA DE BRITO,PREFEITO,1495,SIM (2020)
DOM CAVATI,JOSE SANTANA JUNIOR,PREFEITO,2558,SIM (2020)
DOM CAVATI,RENALDO MAFRA,PREFEITO,1354,NAO
DOM JOAQUIM,GERALDO ADILSON GONÇALVES,PREFEITO,1389,SIM (2020)
DOM JOAQUIM,JULIANO DE SOUZA THOMAZ,PREFEITO,1063,NAO
DOM JOAQUIM,LEONARDO DE OLIVEIRA THOMAZ,PREFEITO,107,NAO
DOM JOAQUIM,RODRIGO FURBINO BRETAS GOMES,PREFEITO,361,NAO
DOM SILVÉRIO,ASCENDINO DE PAIVA NETO,PREFEITO,1240,NAO
DOM SILVÉRIO,JOSÉ BRÁULIO ALEIXO,PREFEITO,2137,SIM (2020)
DOM SILVÉRIO,WAGNER AFONSO SILVA LUCIANO,PREFEITO,143,NAO
DOM VIÇOSO,FRANCISCO DIVINO GOMES CAMARGO,PREFEITO,1171,NAO
DOM VIÇOSO,FRANCISCO ROSINEI PINTO,PREFEITO,1178,SIM (2020)
DOM VIÇOSO,JOAQUIM MARCOS PINTO,PREFEITO,135,NAO
DONA EUSÉBIA,ITAMAR RIBEIRO TOLEDO,PREFEITO,2247,NAO
DONA EUSÉBIA,MANOEL FRANKLIN RODRIGUES,PREFEITO,2366,SIM (2020)
DONA EUSÉBIA,SEBASTIÃO CARLOS LACERDA,PREFEITO,176,NAO
DORES DE CAMPOS,ADERBAL MAURÍCIO TEIXEIRA MALTA,PREFEITO,438,NAO
DORES DE CAMPOS,JOSE ROBERTO DOS SANTOS,PREFEITO,3016,NAO
DORES DE CAMPOS,MARCIO ANTÔNIO PINHEIRO,PREFEITO,3027,SIM (2020)
DORES DE GUANHÃES,JOÃO EBER BARRETO NOMAN,PREFEITO,1975,NAO
DORES DE GUANHÃES,WELERSON ÚLTIMO DE SOUZA,PREFEITO,2033,SIM (2020)
DORES DO INDAIÁ,ALEXANDRO COÊLHO FERREIRA,PREFEITO,3994,SIM (2020)
DORES DO INDAIÁ,TARLEY SANTOS,PREFEITO,2266,NAO
DORES DO INDAIÁ,VINICIUS CARVALHO RODRIGUES DE SOUSA,PREFEITO,2030,NAO
DORES DO TURVO,JOAQUIM MARCIO COELHO,PREFEITO,1893,NAO
DORES DO TURVO,VALDIR RIBEIRO DE BARROS,PREFEITO,2443,SIM (2020)
DORESÓPOLIS,ALÉCIO SOARES COSTA,PREFEITO,782,NAO
DORESÓPOLIS,ELITON LUIZ MOREIRA,PREFEITO,1066,SIM (2020)
DORESÓPOLIS,ÉDEN ALEXANDRE LIMA DIAS,PREFEITO,152,NAO
DOURADOQUARA,DOMINGOS FERREIRA DOS SANTOS,PREFEITO,293,NAO
DOURADOQUARA,FLAVIO RESENDE DE SOUSA,PREFEITO,1491,SIM (2020)
DURANDÉ,JOSE ELIAS RODRIGUES PEREIRA,PREFEITO,2596,SIM (2020)
DURANDÉ,RENATO PAIVA CAMPOS,PREFEITO,2523,NAO
ELÓI MENDES,CARLOS ROBERTO DE LIMA,PREFEITO,213,NAO
ELÓI MENDES,DOUGLAS FERREIRA DE FREITAS,PREFEITO,649,NAO
ELÓI MENDES,MARIA ELIZABETH VALIAS SODRE DOS SANTOS,PREFEITO,6667,NAO
ELÓI MENDES,PAULO ROBERTO BELATO CARVALHO,PREFEITO,7060,SIM (2020)
ENGENHEIRO CALDAS,JUAREZ CONTIN JUNIOR,PREFEITO,2823,NAO
ENGENHEIRO CALDAS,SAMUEL DUTRA JUNIOR,PREFEITO,3001,SIM (2020)
ENGENHEIRO NAVARRO,ADILSON VIEIRA DA SILVA,PREFEITO,660,NAO
ENGENHEIRO NAVARRO,HUGO FELIPE DE ALMEIDA SILVA,PREFEITO,2390,SIM (2020)
ENGENHEIRO NAVARRO,JOÃO GERALDO DIAS,PREFEITO,1870,NAO
ENTRE FOLHAS,AILTON SILVEIRA DIAS,PREFEITO,2511,SIM (2020)
ENTRE FOLHAS,JOSE EUGENIO PEREIRA,PREFEITO,208,NAO
ENTRE FOLHAS,JOÃO GALVINO DOS SANTOS,PREFEITO,1831,NAO
ENTRE RIOS DE MINAS,BRUNO OLIVEIRA SALDANHA,PREFEITO,2358,NAO
ENTRE RIOS DE MINAS,JOSE WALTER RESENDE AGUIAR,PREFEITO,3457,SIM (2020)
ENTRE RIOS DE MINAS,MARIA CRISTINA MANSUR TEIXEIRA RESENDE,PREFEITO,1114,NAO
ENTRE RIOS DE MINAS,MARIO AUGUSTO ALVES ANDRADE,PREFEITO,2336,NAO
ERVÁLIA,ELOISIO ANTÔNIO DE CASTRO,PREFEITO,6761,SIM (2020)
ERVÁLIA,NAUTO EUZÉBIO DA SILVA,PREFEITO,5691,NAO
ESMERALDAS,AURELIO JOAQUIM DA SILVA,PREFEITO,2046,NAO
ESMERALDAS,DANIEL NUNES BATISTA,PREFEITO,1188,NAO
ESMERALDAS,DARLY AMBRÓSIO GONÇALVES,PREFEITO,383,NAO
ESMERALDAS,DAWID DE JESUS DIAS,PREFEITO,330,NAO
ESMERALDAS,ELIAS MIRANDA JUNIOR,PREFEITO,1792,NAO
ESMERALDAS,FLAVIA DINIZ LEROY,PREFEITO,4896,NAO
ESMERALDAS,FRANCISCO MARINHO DOS SANTOS NETO,PREFEITO,7939,NAO
ESMERALDAS,JOAQUIM ERNESTO ARAÚJO DE ANDRADE,PREFEITO,1223,NAO
ESMERALDAS,JOSÉ DE ARAÚJO GUEDES,PREFEITO,3079,NAO
ESMERALDAS,MARCELO NONATO FIGUEIREDO,PREFEITO,8422,SIM (2020)
ESPERA FELIZ,ADRIAN CARLOS OLIVEIRA SILVA,PREFEITO,3873,NAO
ESPERA FELIZ,BARTHOLOMEU LOPES MIRANDA,PREFEITO,4725,NAO
ESPERA FELIZ,EDIMAR PINHEIRO DE LANES,PREFEITO,714,NAO
ESPERA FELIZ,MARIANA APARECIDA GOMES DA SILVA CORREIA,PREFEITO,3664,NAO
ESPERA FELIZ,MAURELIO CARLOS DA SILVA,PREFEITO,5910,SIM (2020)
ESPERA FELIZ,OZIEL GOMES DA SILVA,PREFEITO,5384,NAO
ESPINOSA,ALBERTO RODRIGUES MUNIZ,PREFEITO,7632,NAO
ESPINOSA,MARIA INES NUNES RAMOS,PREFEITO,81,NAO
ESPINOSA,MILTON BARBOSA LIMA,PREFEITO,9076,SIM (2020)
ESPINOSA,PAULO SERGIO CARDOSO BARBOSA,PREFEITO,240,NAO
ESPINOSA,VALDIR TIAGO DIAS,PREFEITO,715,NAO
ESPÍRITO SANTO DO DOURADO,ADALTO LUIS LEAL,PREFEITO,3267,SIM (2020)
ESPÍRITO SANTO DO DOURADO,ELIZABETH APARECIDA ALVARENGA DE MELO OLIVEIRA,PREFEITO,455,NAO
ESTIVA,EDY MARCOS LUIZ DE SOUZA,PREFEITO,3560,NAO
ESTIVA,VAGNER ABILIO BELIZARIO,PREFEITO,3576,SIM (2020)
ESTRELA DALVA,DIEGO COUTINHO DA COSTA,PREFEITO,1352,SIM (2020)
ESTRELA DALVA,PAULO DA SILVA,PREFEITO,1058,NAO
ESTRELA DO INDAIÁ,JOSÉ EUSTÁQUIO DA SILVA,PREFEITO,534,NAO
ESTRELA DO INDAIÁ,WESLEY DANIEL RIBEIRO ARAUJO,PREFEITO,1760,SIM (2020)
ESTRELA DO SUL,DAYSE MARIA SILVA GALANTE,PREFEITO,3194,SIM (2020)
ESTRELA DO SUL,MARCOS HENRIQUE REZENDE JUNIOR,PREFEITO,1223,NAO
EUGENÓPOLIS,JUAREZ LUIZ BREIJÃO,PREFEITO,3882,SIM (2020)
EUGENÓPOLIS,VASCO NAVARRO RODRIGUES CALDAS,PREFEITO,3488,NAO
EWBANK DA CÂMARA,ANDERSON JOSÉ HELPES,PREFEITO,776,NAO
EWBANK DA CÂMARA,ANDREA THEREZINHA WERNECK,PREFEITO,1115,NAO
EWBANK DA CÂMARA,JOSÉ MARIA NOVATO,PREFEITO,1627,SIM (2020)
EXTREMA,JOÃO BATISTA DA SILVA,PREFEITO,12837,SIM (2020)
EXTREMA,LUIZ CARLOS BERGAMIN,PREFEITO,10988,NAO
FAMA,JACKSON ALVES DE LIMA,PREFEITO,1022,NAO
FAMA,OSMAIR LEAL DOS REIS,PREFEITO,1665,SIM (2020)
FARIA LEMOS,GILBERTO DAMAS DE SOUSA,PREFEITO,1519,SIM (2020)
FARIA LEMOS,SUELI CUNHA TERRA,PREFEITO,1188,NAO
FELISBURGO,ALEX JARDIM DE CARVALHO,PREFEITO,151,NAO
FELISBURGO,HELOISO ANTUNES FERRAZ,PREFEITO,1617,NAO
FELISBURGO,IDEUVAN DE SOUZA AVELAR,PREFEITO,2108,SIM (2020)
FELISBURGO,JORLAN ALOISIO DANTAS ANDRADE,PREFEITO,158,NAO
FELIXLÂNDIA,ADELMO TEIXEIRA DA SILVA,PREFEITO,230,NAO
FELIXLÂNDIA,JAIRO GONÇALVES DA FONSECA,PREFEITO,2414,NAO
FELIXLÂNDIA,VANDERLI DE CARVALHO BARBOSA,PREFEITO,5564,SIM (2020)
FELÍCIO DOS SANTOS,MATEUS DE LIMA LEITE SOARES,PREFEITO,1412,NAO
FELÍCIO DOS SANTOS,RICARDO JOSÉ ROCHA,PREFEITO,1970,SIM (2020)
FERNANDES TOURINHO,VICENTE DE PAULA GERMANO,PREFEITO,1197,SIM (2020)
FERNANDES TOURINHO,WALACE ALVES RAMOS,PREFEITO,939,NAO
FERROS,CARLOS ELISIO DE OLIVEIRA,PREFEITO,2486,NAO
FERROS,JOSE RUI ALVARENGA DUARTE,PREFEITO,434,NAO
FERROS,RAIMUNDO MENEZES DE CARVALHO FILHO,PREFEITO,2785,SIM (2020)
