NM_MUNICIPIO,NM_VOTAVEL,DS_CARGO,QT_VOTOS,ELEITO
BRÁS PIRES,EDSON JUNIO OLIVEIRA MARQUES,PREFEITO,1627,NAO
BUENO BRANDÃO,CLAUDIA CRISTINA DE LIMA E SÁ,PREFEITO,1227,NAO
BUENO BRANDÃO,SILVIO ANTONIO FELIX,PREFEITO,4887,SIM (2020)
BUENÓPOLIS,ADILSON DO DIVINO SILVA,PREFEITO,484,NAO
BUENÓPOLIS,CARLOS MAURÍCIO DE ALMEIDA,PREFEITO,311,NAO
BUENÓPOLIS,CELIO SANTANA,PREFEITO,2534,SIM (2020)
BUENÓPOLIS,JOSE ALVES,PREFEITO,2278,NAO
BUGRE,CARLOS CELSO DA COSTA,PREFEITO,661,NAO
BUGRE,MARCÉLIO TEIXEIRA DA COSTA,PREFEITO,1556,SIM (2020)
BUGRE,PAULO JOVENTINO BARBOSA,PREFEITO,1207,NAO
BURITIS,CAMILA SILVA DE ALMEIDA,PREFEITO,373,NAO
BURITIS,JOÃO FLÁVIO APOLINÁRIO BRAGA,PREFEITO,6493,NAO
BURITIS,KENY SOARES RODRIGUES,PREFEITO,7204,SIM (2020)
BURITIZEIRO,CARLOS AUGUSTO DA SILVA,PREFEITO,2381,NAO
BURITIZEIRO,DAMIANA APARECIDA CARDOSO DE ARAUJO RODRIGUES,PREFEITO,294,NAO
BURITIZEIRO,EVER ALVES SALGADO,PREFEITO,2165,NAO
BURITIZEIRO,FABRICIO CARNEIRO TEIXEIRA,PREFEITO,878,NAO
BURITIZEIRO,JORGE HUMBERTO RODRIGUES,PREFEITO,3213,NAO
BURITIZEIRO,LEONARDO APARECIDO DOTHLING DE CARVALHO,PREFEITO,46,NAO
BURITIZEIRO,LUIZ CARNEIRO DE ABREU JÚNIOR,PREFEITO,884,NAO
BURITIZEIRO,NEDSON ARMON COSTA,PREFEITO,128,NAO
BURITIZEIRO,PEDRO HENRIQUE SOARES BRAGA,PREFEITO,3799,SIM (2020)
CABECEIRA GRANDE,ELCANA VAZ DA SILVA,PREFEITO,1439,NAO
CABECEIRA GRANDE,ELDSON AMORIM DUARTE,PREFEITO,2039,SIM (2020)
CABECEIRA GRANDE,FERNANDO LOUREIRO ALVES DE SOUZA,PREFEITO,781,NAO
CABO VERDE,CLÁUDIO ANTÔNIO PALMA,PREFEITO,4883,SIM (2020)
CABO VERDE,ELDER SIQUEIRA CASTELLO BRANCO,PREFEITO,2462,NAO
CACHOEIRA DA PRATA,CLECIO GONCALVES DA SILVA,PREFEITO,1518,SIM (2020)
CACHOEIRA DA PRATA,DOMICIO DE CAMPOS MACIEL,PREFEITO,1118,NAO
CACHOEIRA DA PRATA,SANDRA REGINA DE FREITAS TAVARES E MELO,PREFEITO,290,NAO
CACHOEIRA DE MINAS,DIRCEU D ANGELO DE FARIA,PREFEITO,3211,SIM (2020)
CACHOEIRA DE MINAS,JOSEMAR AUGUSTO DO PRADO OLIVEIRA,PREFEITO,3147,NAO
CACHOEIRA DE MINAS,PAULO DIONISIO FILHO,PREFEITO,650,NAO
CACHOEIRA DE PAJEÚ,GERALDO DUARTE DE SOUSA,PREFEITO,2918,SIM (2020)
CACHOEIRA DE PAJEÚ,NEILE MENDES LIMA,PREFEITO,2521,NAO
CACHOEIRA DOURADA,ALEANDRO FRANCISCO DA SILVA,PREFEITO,908,SIM (2020)
CACHOEIRA DOURADA,JOSE EMILIO AMBROSIO,PREFEITO,832,NAO
CACHOEIRA DOURADA,NUBIA LUCIANA PEREIRA DE ARAUJO,PREFEITO,380,NAO
CAETANÓPOLIS,JOÃO PROCÓPIO DE ALMEIDA FILHO,PREFEITO,3352,SIM (2020)
CAETANÓPOLIS,MARCELO MAGNO RIBEIRO,PREFEITO,173,NAO
CAETANÓPOLIS,ROMÁRIO VICENTE ALVES FERREIRA,PREFEITO,2755,NAO
CAETÉ,GERALDO GONÇALVES DO VALE,PREFEITO,3355,NAO
CAETÉ,JOSÉ GERALDO DE OLIVEIRA SILVA,PREFEITO,3887,NAO
CAETÉ,LUCAS COELHO FERREIRA,PREFEITO,10556,SIM (2020)
CAETÉ,MARCELO CASSEMIRO DA SILVA,PREFEITO,4899,NAO
CAETÉ,MÁRCIA APARECIDA NUNES,PREFEITO,1127,NAO
CAIANA,LUCIANO PINHEIRO DEBOCA,PREFEITO,1350,NAO
CAIANA,MAURICIO PINHEIRO FERREIRA,PREFEITO,1979,SIM (2020)
CAJURI,ILDEFONSO RODRIGUES DOS REIS,PREFEITO,1794,NAO
CAJURI,RICARDO AUGUSTO DIAS DE ANDRADE,PREFEITO,1962,SIM (2020)
CALDAS,AILTON PEREIRA GOULART,PREFEITO,4062,SIM (2020)
CALDAS,RITA DE CASSIA WESTIN,PREFEITO,2926,NAO
CALDAS,RÉGIS OLIVEIRA OTTONI,PREFEITO,793,NAO
CAMACHO,BRUNO LAMOUNIER FURTADO,PREFEITO,1713,SIM (2020)
CAMACHO,DIEGO CARDOSO LOPES,PREFEITO,910,NAO
CAMANDUCAIA,GILMAR PEREIRA,PREFEITO,1131,NAO
CAMANDUCAIA,JOSE CLAUDIO DA MOTA,PREFEITO,576,NAO
CAMANDUCAIA,JOSE MARIA DO COUTO,PREFEITO,5027,NAO
CAMANDUCAIA,RODRIGO ALVES DE OLIVEIRA,PREFEITO,5384,SIM (2020)
CAMBUQUIRA,BRUNO ALMEIDA PASSOS,PREFEITO,247,NAO
CAMBUQUIRA,ERALDO NAZARIO GOMES,PREFEITO,285,NAO
CAMBUQUIRA,EVANDERSON XAVIER,PREFEITO,1596,NAO
CAMBUQUIRA,FABRICIO DOS SANTOS SIMONI,PREFEITO,4327,SIM (2020)
CAMBUQUIRA,THIAGO MESSIAS MORAIS DA SILVA,PREFEITO,950,NAO
CAMBUÍ,ANDERSON DE ALMEIDA,PREFEITO,721,NAO
CAMBUÍ,ELVIS BENEDITO BUENO DA SILVA,PREFEITO,878,NAO
CAMBUÍ,JAIRO PEREIRA MARQUES,PREFEITO,1607,NAO
CAMBUÍ,TALES TADEU TAVARES,PREFEITO,10520,SIM (2020)
CAMPANHA,ANDRIELLI BRAGA ANDRIATTA,PREFEITO,1356,NAO
CAMPANHA,DANIEL OLIVEIRA DA SILVA,PREFEITO,2440,NAO
CAMPANHA,LÁZARO ROBERTO DA SILVA,PREFEITO,4846,SIM (2020)
CAMPANÁRIO,EULER SILVEIRA COSTA,PREFEITO,1138,NAO
CAMPANÁRIO,LUIZ ANTONIO DE SOUSA CAMPOS,PREFEITO,1466,SIM (2020)
CAMPESTRE,ELIAS ANTÔNIO AUGUSTO ZENUN,PREFEITO,6018,NAO
CAMPESTRE,MARCO ANTONIO MESSIAS FRANCO,PREFEITO,5790,NAO
CAMPESTRE,NIVALDO DONIZETE MUNIZ,PREFEITO,6566,SIM (2020)
CAMPESTRE,RAFAEL CÁSSIO DOS SANTOS,PREFEITO,5631,NAO
CAMPINA VERDE,HELDER PAULO CARNEIRO,PREFEITO,3529,SIM (2020)
CAMPINA VERDE,JOSE ALVES DE ARAUJO,PREFEITO,1859,NAO
CAMPINA VERDE,LAZARO FREITAS DE OLIVEIRA,PREFEITO,81,NAO
CAMPINA VERDE,MOARA ALBERNAZ MACHADO ASSUNÇÃO TANNUS CHAVES,PREFEITO,2145,NAO
CAMPINA VERDE,SILVAN ANTONIO DOS SANTOS,PREFEITO,3178,NAO
CAMPO AZUL,GERALDO COSTA JUNIOR,PREFEITO,1542,NAO
CAMPO AZUL,OSEAS ALMEIDA JÚNIOR,PREFEITO,1895,SIM (2020)
CAMPO BELO,ALISSON DE ASSIS CARVALHO,PREFEITO,17319,SIM (2020)
CAMPO BELO,CHRISTOPHER BAHIA MENDONÇA,PREFEITO,732,NAO
CAMPO BELO,RAMON MOREIRA,PREFEITO,1724,NAO
CAMPO BELO,THOMAS DE PAULA CAMBRAIA,PREFEITO,5484,NAO
CAMPO BELO,WANDERLY DE BASTOS BARBOSA,PREFEITO,302,NAO
CAMPO DO MEIO,GONÇALO ROCHA,PREFEITO,40,NAO
CAMPO DO MEIO,GUSTAVO MIARELLI CAMPOS,PREFEITO,2643,NAO
CAMPO DO MEIO,SAMUEL AZEVEDO MARINHO,PREFEITO,3197,SIM (2020)
CAMPO DO MEIO,VILSON RODRIGUES PEREIRA,PREFEITO,2076,NAO
CAMPO FLORIDO,LIGIA TEREZINHA FELICIANO PEREIRA,PREFEITO,1205,NAO
CAMPO FLORIDO,MATHEUS DIRCEU CAMPOS,PREFEITO,57,NAO
CAMPO FLORIDO,RENATO SOARES DE FREITAS,PREFEITO,3808,SIM (2020)
CAMPOS ALTOS,CLAUDIO DONIZETE FREIRE,PREFEITO,2730,NAO
CAMPOS ALTOS,FREDERICO NERY ANDRADE RIBEIRO,PREFEITO,1374,NAO
CAMPOS ALTOS,JAIR FERNANDES DA SILVA,PREFEITO,281,NAO
CAMPOS ALTOS,PAULO CEZAR DE ALMEIDA,PREFEITO,2801,SIM (2020)
CAMPOS GERAIS,AMANDA VAZ TOSTES CAMPOS MIARELI,PREFEITO,3970,NAO
CAMPOS GERAIS,FIRMATO AUGUSTO SILVA,PREFEITO,5019,NAO
CAMPOS GERAIS,GECIEL DONIZETE PEREIRA,PREFEITO,435,NAO
CAMPOS GERAIS,ISAIAS PICHARA,PREFEITO,117,NAO
CAMPOS GERAIS,MIRO LUCIO PEREIRA,PREFEITO,5368,SIM (2020)
CANA VERDE,AENDER ANASTACIO DE MORAIS,PREFEITO,1433,SIM (2020)
CANA VERDE,ANTONIO DE BASTOS MORAIS,PREFEITO,895,NAO
CANA VERDE,EDUARDO CARDOSO GARCIA,PREFEITO,1410,NAO
CANA VERDE,WESLEY DAIMLER FREIRE GARCIA,PREFEITO,131,NAO
CANAÃ,JOSÉ IVANIR MIRANDA DUARTE,PREFEITO,1853,SIM (2020)
CANAÃ,LAUDELINO JORGE RODRIGUES,PREFEITO,1436,NAO
CANAÃ,REGIVALDO MOREIRA DIAS,PREFEITO,310,NAO
CANDEIAS,ADÃO JOSÉ DA ROCHA,PREFEITO,1013,NAO
CANDEIAS,RODRIGO MORAES LAMOUNIER,PREFEITO,6949,SIM (2020)
CANTAGALO,MATUZALEM CLEBER CARVALHO DE PINHO,PREFEITO,939,NAO
CANTAGALO,MAURO JOSÉ CLEMENTINO LEÃO,PREFEITO,562,NAO
CANTAGALO,ROBERTO DE OLIVEIRA QUEIROZ COSTA,PREFEITO,1406,SIM (2020)
CANTAGALO,SILENE DE JESUS GOMES DAMASCENO,PREFEITO,8,NAO
CANÁPOLIS,EDÍLSON ALVES SANTANA,PREFEITO,2430,NAO
CANÁPOLIS,ELENIR VIEIRA DA SILVA,PREFEITO,808,NAO
CANÁPOLIS,ENIVANDER ALVES DE MORAIS,PREFEITO,3395,SIM (2020)
CANÁPOLIS,RONIVALDO MARTINS FERREIRA,PREFEITO,104,NAO
CAPARAÓ,ADEMILSON JACOMEL RIBEIRO,PREFEITO,1230,NAO
CAPARAÓ,BENILDO FRIGUES LACERDA,PREFEITO,894,NAO
CAPARAÓ,DIÓGENIS DA SILVA MIRANDA,PREFEITO,1249,SIM (2020)
CAPELA NOVA,ADELMO DE REZENDE MOREIRA,PREFEITO,1744,SIM (2020)
CAPELA NOVA,MANOEL MOREIRA BARBOSA,PREFEITO,1732,NAO
CAPELA NOVA,RICARDO DE ASSIS SANTOS,PREFEITO,231,NAO
CAPELINHA,FABRICIO TADEU COSTA,PREFEITO,3879,NAO
CAPELINHA,JOSE ANTONIO ALVES DE SOUSA,PREFEITO,5864,NAO
CAPELINHA,JOSE MARIA GOMES FERNANDES,PREFEITO,178,NAO
CAPELINHA,TADEU FILIPE FERNANDES DE ABREU,PREFEITO,9688,SIM (2020)
CAPETINGA,LUIZ CÉSAR GUILHERME,PREFEITO,2147,SIM (2020)
CAPETINGA,REGINALDO DE MENDONÇA,PREFEITO,1164,NAO
CAPETINGA,ROBERTO TAYLOR VIEIRA,PREFEITO,778,NAO
CAPETINGA,RONALDO RODRIGUES DE SOUSA,PREFEITO,117,NAO
CAPIM BRANCO,ELMO ALVES DO NASCIMENTO,PREFEITO,1939,NAO
CAPIM BRANCO,ELVIS PRESLEY MOREIRA GONÇALVES,PREFEITO,2347,SIM (2020)
CAPIM BRANCO,FABIANO ISAÍAS ALVES DOS SANTOS,PREFEITO,1599,NAO
CAPIM BRANCO,MÔNICA APARECIDA MARQUES,PREFEITO,223,NAO
CAPINÓPOLIS,CLEIDIMAR ZANOTTO,PREFEITO,7260,SIM (2020)
CAPINÓPOLIS,HAGRIGIVAL SANTOS DA SILVA,PREFEITO,130,NAO
CAPINÓPOLIS,MARIA DENISE ALVES DO NASCIMENTO,PREFEITO,887,NAO
CAPITÃO ANDRADE,AROLDO MIRANDA DA SILVA,PREFEITO,1979,SIM (2020)
CAPITÃO ANDRADE,GLAISSON PEREIRA DE FIGUEIREDO,PREFEITO,97,NAO
CAPITÃO ANDRADE,ISMAIR DE SALES PEREIRA,PREFEITO,45,NAO
CAPITÃO ANDRADE,JOSE DE OLIVEIRA FILHO,PREFEITO,819,NAO
CAPITÃO ENÉAS,CESAR EMILIO LOPES OLIVEIRA,PREFEITO,1474,NAO
CAPITÃO ENÉAS,MARILENE FAUSTINO PEREIRA,PREFEITO,2877,NAO
CAPITÃO ENÉAS,REINALDO LANDULFO TEIXEIRA,PREFEITO,4066,SIM (2020)
CAPITÃO ENÉAS,WERLYSON LOPES PEREIRA,PREFEITO,997,NAO
CAPITÓLIO,ANTÔNIO CARLOS DE MELO,PREFEITO,2210,NAO
CAPITÓLIO,CRISTIANO GERALDO DA SILVA,PREFEITO,3490,SIM (2020)
CAPUTIRA,CELSO GONCALVES ANTUNES,PREFEITO,4108,SIM (2020)
CAPUTIRA,DARCI SANTOS DE FREITAS,PREFEITO,213,NAO
CAPUTIRA,IVAN REIS COELHO,PREFEITO,110,NAO
CAPUTIRA,WANDERSON OLIVEIRA TEIXEIRA,PREFEITO,2094,NAO
CARANAÍBA,FÁBIO HENRIQUES DUTRA,PREFEITO,1379,SIM (2020)
CARANAÍBA,MARCOS BELLAVINHA,PREFEITO,1301,NAO
CARANDAÍ,CLAIRTON DUTRA COSTA VIEIRA,PREFEITO,7026,NAO
CARANDAÍ,WASHINGTON LUIS GRAVINA TEIXEIRA,PREFEITO,8851,SIM (2020)
CARANGOLA,LUIZ CEZAR SOARES RICARDO,PREFEITO,4268,NAO
CARANGOLA,OTÁVIO FONSECA DE OLIVEIRA,PREFEITO,2870,NAO
CARANGOLA,PAULO CESAR DE CARVALHO PETTERSEN,PREFEITO,4333,NAO
CARANGOLA,RONALDO RAMOS DA SILVEIRA,PREFEITO,673,NAO
CARANGOLA,SILAS VIEIRA,PREFEITO,5498,SIM (2020)
CARATINGA,FABIANO DE CARVALHO LIMA,PREFEITO,1525,NAO
CARATINGA,GIOVANNI CORREA DA SILVA,PREFEITO,15137,NAO
CARATINGA,JOÃO BOSCO PESSINE GONÇALVES,PREFEITO,6199,NAO
CARATINGA,WELINGTON MOREIRA DE OLIVEIRA,PREFEITO,19868,SIM (2020)
CARAÍ,FABRÍCIO SANTOS FONSECA,PREFEITO,3460,NAO
CARAÍ,HEBER GOMES NEIVA,PREFEITO,5832,SIM (2020)
CARBONITA,BENEDITO VALTER DE MORAIS,PREFEITO,251,NAO
CARBONITA,JEFERSON GERALDO FABIANO,PREFEITO,315,NAO
CARBONITA,NIVALDO MORAES SANTANA,PREFEITO,3030,SIM (2020)
CARBONITA,SAULO DE FATIMA ROCHA,PREFEITO,2276,NAO
CAREAÇU,MAURICIO RIBEIRO DE PAIVA,PREFEITO,1788,NAO
CAREAÇU,TOVAR DOS SANTOS BARROSO,PREFEITO,2174,SIM (2020)
CARLOS CHAGAS,ACASSIO VIEIRA DE AZEREDO COUTINHO,PREFEITO,4755,NAO
CARLOS CHAGAS,JOSE AMADEU NANAYOSKI TAVARES,PREFEITO,5896,SIM (2020)
CARLOS CHAGAS,JOVANO BATISTA PINTO NETO,PREFEITO,53,NAO
CARLOS CHAGAS,LUCAS LEITE DE ALMEIDA,PREFEITO,334,NAO
CARMO DA CACHOEIRA,HELCIO ANTONIO CHAGAS REIS,PREFEITO,3197,SIM (2020)
CARMO DA CACHOEIRA,JULIANO PEREIRA DA SILVA,PREFEITO,2420,NAO
CARMO DA CACHOEIRA,MARIA BEATRIZ REIS MENDES,PREFEITO,1287,NAO
CARMO DA MATA,JOSE CARLOS LOBATO,PREFEITO,3422,SIM (2020)
CARMO DA MATA,LEONARDO RODRIGUES DE ALMEIDA,PREFEITO,1814,NAO
CARMO DA MATA,SINVAL ELIAS RODRIGUES,PREFEITO,2305,NAO
CARMO DE MINAS,DARCI PALMA DE MELO,PREFEITO,4210,SIM (2020)
CARMO DE MINAS,MANOEL DIAS,PREFEITO,208,NAO
CARMO DE MINAS,YURI VAZ DE OLIVEIRA,PREFEITO,2944,NAO
CARMO DO CAJURU,EDSON DE SOUZA VILELA,PREFEITO,9427,SIM (2020)
CARMO DO PARANAÍBA,ALBERT DENIS REIS DA SILVA,PREFEITO,362,NAO
CARMO DO PARANAÍBA,CESAR CAETANO DE ALMEIDA FILHO,PREFEITO,6450,SIM (2020)
CARMO DO PARANAÍBA,DANILO BARBOSA,PREFEITO,5288,NAO
CARMO DO PARANAÍBA,LUCIANO ANTONIO SILVA CAROLINO,PREFEITO,4340,NAO
CARMO DO RIO CLARO,ANGELA MARIA DE SOUZA VITOR,PREFEITO,893,NAO
CARMO DO RIO CLARO,FILIPE CARDOSO CARIELO,PREFEITO,5171,SIM (2020)
CARMO DO RIO CLARO,INACIO ROBERTO LOPES,PREFEITO,246,NAO
CARMO DO RIO CLARO,JOÃO BATISTA DE LÉLIS BORGES,PREFEITO,281,NAO
CARMO DO RIO CLARO,JOÃO PAULO MENNA BARRETO DE CASTRO FERREIRA,PREFEITO,2500,NAO
CARMO DO RIO CLARO,NICOLAU ACHCAR SANTOS JUNIOR,PREFEITO,2006,NAO
CARMO DO RIO CLARO,PAULO ROBERTO FERREIRA,PREFEITO,275,NAO
CARMÉSIA,ATOS TÁCIO SOARES DE OLIVEIRA,PREFEITO,1314,SIM (2020)
CARMÉSIA,MARIA ELIZABETH AMARAL SALES PEDROSA,PREFEITO,500,NAO
CARMÓPOLIS DE MINAS,ANTONIO CARLOS,PREFEITO,347,NAO
CARMÓPOLIS DE MINAS,ANTONIO JOSE LARA,PREFEITO,3554,NAO
CARMÓPOLIS DE MINAS,CARLOS ALBERTO ALVES PEREIRA,PREFEITO,570,NAO
CARMÓPOLIS DE MINAS,JOSÉ OMAR PAOLINELLI,PREFEITO,6400,SIM (2020)
CARNEIRINHO,JOÃO TIAGO DE QUEIROZ,PREFEITO,3167,NAO
CARNEIRINHO,WILLIAN MARTINS MAIA,PREFEITO,3258,SIM (2020)
CARRANCAS,HELY ANDRADE ALVES,PREFEITO,2114,SIM (2020)
CARRANCAS,POLIANA REZENDE DE ANDRADE,PREFEITO,512,NAO
CARVALHOS,ANTONIO DE PADUA DE CARVALHO MOURA,PREFEITO,1481,NAO
CARVALHOS,BRUNELI DOS REIS AMARAL,PREFEITO,79,NAO
CARVALHOS,VALMIR SIQUEIRA DA SILVA,PREFEITO,1754,SIM (2020)
CARVALHÓPOLIS,JOSE ANTONIO DE CARVALHO,PREFEITO,1388,SIM (2020)
CARVALHÓPOLIS,JOSÉ ALFREDO DE CARVALHO,PREFEITO,1275,NAO
CASA GRANDE,EZIEL VALERIO DE RESENDE,PREFEITO,1176,NAO
CASA GRANDE,LUIZ OTÁVIO GONÇALVES,PREFEITO,1298,SIM (2020)
CASCALHO RICO,CHARLTON HESTON BARBOSA,PREFEITO,1112,NAO
CASCALHO RICO,JOSÉ BORGES DE OLIVEIRA,PREFEITO,1857,SIM (2020)
CATAGUASES,ANTONIO CARVALHO LAGE,PREFEITO,575,NAO
CATAGUASES,CARLOS MAGNO DE MELO NOBREGA,PREFEITO,1493,NAO
CATAGUASES,ELIZANGELA APARECIDA RODRIGUES BARROS,PREFEITO,338,NAO
CATAGUASES,HERCYL SUHURT SALGADO,PREFEITO,12307,NAO
CATAGUASES,JOSÉ INÁCIO PEIXOTO PARREIRAS HENRIQUES,PREFEITO,13722,SIM (2020)
CATAGUASES,PAULO ROBERTO JACINTO OLIVEIRA,PREFEITO,676,NAO
CATAGUASES,VANDERLEI TEIXEIRA CARDOSO,PREFEITO,1003,NAO
CATAGUASES,WILLIAN LOBO DE ALMEIDA,PREFEITO,6753,NAO
CATAS ALTAS,FERNANDO RODRIGUES GUIMARÃES,PREFEITO,1792,NAO
CATAS ALTAS,SAULO MORAIS DE CASTRO,PREFEITO,1900,SIM (2020)
CATAS ALTAS DA NORUEGA,CÉLIO APARECIDA DE MORAIS,PREFEITO,1511,NAO
CATAS ALTAS DA NORUEGA,JOSE ROBERTO DE PAULA,PREFEITO,29,NAO
CATAS ALTAS DA NORUEGA,PAULO LADISLAU BATISTA,PREFEITO,1782,SIM (2020)
CATUJI,JOSÉ ROBERTO NEVES,PREFEITO,1215,NAO
CATUJI,JURANDIR AMARAL BATISTA,PREFEITO,1920,NAO
CATUJI,MARIA JOSE DE OLIVEIRA,PREFEITO,2188,SIM (2020)
CATUJI,SILVANO PIRES DA SILVA,PREFEITO,455,NAO
CATUTI,DELERMANDO DO NASCIMENTO FRANÇA,PREFEITO,2019,SIM (2020)
CATUTI,JOSE BARBOSA FILHO,PREFEITO,1474,NAO
CAXAMBU,DIOGO CURI HAUEGEN,PREFEITO,8882,SIM (2020)
CAXAMBU,KELVIN DE CASTRO FARIA,PREFEITO,2580,NAO
CAXAMBU,LEANDRO MOREIRA GONÇALVES,PREFEITO,384,NAO
CEDRO DO ABAETÉ,ARMINDA LUZIA DARCK DOS REIS,PREFEITO,510,NAO
CEDRO DO ABAETÉ,LUIZ ANTONIO DE SOUSA,PREFEITO,610,SIM (2020)
CENTRAL DE MINAS,GILBERTO FERREIRA DA CUNHA,PREFEITO,2512,SIM (2020)
CENTRAL DE MINAS,HEMERSON GONZAGA DA SILVA,PREFEITO,2169,NAO
CENTRALINA,OSCAR LUIS FELDNER DE BARROS ARAUJO CUNHA,PREFEITO,3738,SIM (2020)
CENTRALINA,RICARDO DOS SANTOS TOSTA,PREFEITO,2321,NAO
CHALÉ,CARLOS RODRIGUES DA SILVA,PREFEITO,2908,SIM (2020)
CHALÉ,ELMIR BATISTA DE MELO,PREFEITO,1503,NAO
CHAPADA DO NORTE,DIEGO EUSTÁQUIO SOARES,PREFEITO,2323,NAO
CHAPADA DO NORTE,LEANDRO EVANGELISTA DO SOCORRO,PREFEITO,3931,SIM (2020)
CHAPADA GAÚCHA,JAIR MONTAGNER,PREFEITO,2210,SIM (2020)
CHAPADA GAÚCHA,JOSE RONE RODRIGUES PEREIRA,PREFEITO,2201,NAO
CHAPADA GAÚCHA,MARCOS FLAVIO SCHMITZ,PREFEITO,174,NAO
CHAPADA GAÚCHA,PAULO APARECIDO ALVES CARNEIRO,PREFEITO,1971,NAO
CHIADOR,ANDERSON LUIZ NEVES VIEIRA,PREFEITO,370,NAO
CHIADOR,ITIBERÊ RODRIGUES DOS SANTOS,PREFEITO,1048,SIM (2020)
CHIADOR,JOSE GUILHERME TAVARES DE LIMA DE ABREU ESTEVES,PREFEITO,1035,NAO
CHIADOR,JOSE NELSON FERNANDES DE SOUZA,PREFEITO,124,NAO
CHÁCARA,EMERSON DAMIÃO DUQUE,PREFEITO,1379,NAO
CHÁCARA,JUCELIO FERNANDES DE OLIVEIRA,PREFEITO,1629,SIM (2020)
CHÁCARA,WESLEY LESSA DE FREITAS CARVALHO,PREFEITO,47,NAO
CIPOTÂNEA,LUIZ MOREIRA PEDROSA,PREFEITO,2076,NAO
CIPOTÂNEA,ROBERTO HENRIQUES DE OLIVEIRA,PREFEITO,2235,SIM (2020)
CLARAVAL,JULIANO DIOGO PEREIRA,PREFEITO,1673,NAO
CLARAVAL,LUIZ GONZAGA CINTRA,PREFEITO,2011,SIM (2020)
CLARO DOS POÇÕES,MARIA DAS DORES DE OLIVEIRA DUARTE,PREFEITO,3015,NAO
CLARO DOS POÇÕES,NORBERTO MARCELINO DE OLIVEIRA NETO,PREFEITO,3164,SIM (2020)
CLÁUDIO,CLAUDIO MANUEL ABRAHAO TOLENTINO,PREFEITO,5993,NAO
CLÁUDIO,CÁSSIO SOARES DAVID AMORIM,PREFEITO,1141,NAO
CLÁUDIO,MARCOS DE ARAÚJO COSTA,PREFEITO,132,NAO
CLÁUDIO,REGINALDO DE FREITAS SANTOS,PREFEITO,8596,SIM (2020)
COIMBRA,ANTONIO JOSE CUNHA,PREFEITO,1747,NAO
COIMBRA,CELIO DA SILVA ARAUJO FRANCO,PREFEITO,125,NAO
COIMBRA,MAURÍLIO DIAS MASSENSINI,PREFEITO,1870,SIM (2020)
COIMBRA,NILSON GERALDO LADEIRA,PREFEITO,1274,NAO
COLUNA,ROSIMARA ROSA TRINDADE,PREFEITO,1732,NAO
COLUNA,SADY RIBEIRO DAMAS,PREFEITO,2781,SIM (2020)
COMENDADOR GOMES,JERÔNIMO SANTANA NETO,PREFEITO,1299,SIM (2020)
COMENDADOR GOMES,JOSÉ RODRIGUES DA SILVA NETO,PREFEITO,1122,NAO
COMERCINHO,CASSIANO DIAS DOS SANTOS,PREFEITO,983,NAO
COMERCINHO,EDNALVES ALVES COSTA,PREFEITO,1525,SIM (2020)
COMERCINHO,EVANIR AZEVEDO DA SILVA,PREFEITO,1234,NAO
COMERCINHO,WARREN ISAC LAGES,PREFEITO,934,NAO
CONCEIÇÃO DA APARECIDA,DENIS BATISTA DE SOUZA,PREFEITO,999,NAO
CONCEIÇÃO DA APARECIDA,JOSE ANTONIO FERREIRA,PREFEITO,3656,SIM (2020)
CONCEIÇÃO DA APARECIDA,NILTON ITAMAR DA SILVA,PREFEITO,1256,NAO
CONCEIÇÃO DA BARRA DE MINAS,FERNANDO LELLIS PALUMBO,PREFEITO,1571,NAO
CONCEIÇÃO DA BARRA DE MINAS,HEITOR SEBASTIAO GUEDES,PREFEITO,1576,SIM (2020)
CONCEIÇÃO DAS ALAGOAS,IVAINA REIS DE OLIVEIRA,PREFEITO,8941,SIM (2020)
CONCEIÇÃO DAS ALAGOAS,MARCO ANTONIO BORGES MAZETO,PREFEITO,5700,NAO
CONCEIÇÃO DAS PEDRAS,BENEDITO CARLOS PEREIRA,PREFEITO,1326,SIM (2020)
CONCEIÇÃO DAS PEDRAS,JOSÉ REINALDO DE CARVALHO,PREFEITO,1052,NAO
CONCEIÇÃO DE IPANEMA,SAMUEL LOPES DE LIMA,PREFEITO,2170,SIM (2020)
CONCEIÇÃO DE IPANEMA,WILIAN FRANCISCO DE SOUZA,PREFEITO,1299,NAO
CONCEIÇÃO DO MATO DENTRO,JOSE FERNANDO APARECIDO DE OLIVEIRA,PREFEITO,10128,SIM (2020)
CONCEIÇÃO DO MATO DENTRO,THIAGO DE ALMEIDA LEAO,PREFEITO,1288,NAO
CONCEIÇÃO DO PARÁ,GERALDO MAGELA LEAO,PREFEITO,687,NAO
CONCEIÇÃO DO PARÁ,JOSE CASSIMIRO RODRIGUES,PREFEITO,1995,SIM (2020)
CONCEIÇÃO DO PARÁ,MOZAR LOPES RIBEIRO,PREFEITO,129,NAO
CONCEIÇÃO DO PARÁ,RICARDO LUCIANO DA SILVA,PREFEITO,28,NAO
CONCEIÇÃO DO PARÁ,WANDERLEY DE OLIVEIRA ALMEIDA,PREFEITO,1176,NAO
CONCEIÇÃO DO RIO VERDE,CRISTIANO HENRIQUE CUSTÓDIO,PREFEITO,1393,NAO
CONCEIÇÃO DO RIO VERDE,ELOIZA APARECIDA DE CARVALHO PAGANELLI,PREFEITO,2573,NAO
